Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.09	1.70	1.10	0.00
0	0	0.00	0.13	2.53	0.83	0.00
0	4	0.00	0.03	0.97	0.50	0.00
1	1	0.00	0.02	1.39	0.79	0.00
1	5	0.10	0.12	2.31	1.97	0.00
2	2	0.10	0.00	2.19	1.39	0.00
2	6	0.00	0.00	0.92	0.79	0.00
3	3	0.00	0.40	2.16	2.15	0.00
3	7	0.00	0.01	1.17	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	1.57	14.99	7.70	0.03
0	0	0.22	2.23	15.47	4.89	0.00
0	4	0.27	0.46	17.88	5.18	0.00
1	1	0.01	0.18	20.85	11.03	0.00
1	5	0.00	0.04	7.58	9.41	0.00
2	2	0.06	0.56	15.55	6.93	0.00
2	6	0.10	0.86	10.88	10.80	0.27
3	3	0.26	6.98	17.87	2.46	0.00
3	7	0.01	1.26	13.79	10.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	2.23	11.32	13.91	0.44
0	0	0.01	0.25	16.84	7.61	0.00
0	4	0.00	0.15	12.29	21.55	0.00
1	1	0.00	0.20	11.50	15.24	0.00
1	5	0.00	0.17	11.05	14.22	0.00
2	2	0.00	0.12	12.03	11.84	0.00
2	6	0.44	10.82	7.46	4.98	3.52
3	3	0.13	6.00	7.88	12.86	0.00
3	7	0.00	0.11	11.54	22.97	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	2.07	13.61	14.16	0.00
0	0	0.00	0.33	18.58	5.08	0.00
0	4	0.08	2.75	12.50	9.96	0.00
1	1	0.00	0.14	13.08	21.98	0.00
1	5	0.00	0.13	15.26	25.65	0.00
2	2	0.00	0.14	14.15	15.19	0.00
2	6	0.00	0.15	12.63	13.29	0.00
3	3	0.11	5.69	13.24	12.20	0.00
3	7	0.47	7.22	9.42	9.97	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	2.91	14.38	14.36	0.39
0	0	0.01	3.51	19.11	7.76	0.10
0	4	0.00	0.13	14.32	17.48	0.00
1	1	0.54	14.59	6.83	3.77	3.03
1	5	0.00	0.59	17.52	17.29	0.00
2	2	0.00	0.17	14.44	19.74	0.00
2	6	0.00	0.18	14.38	15.70	0.00
3	3	0.06	1.85	15.89	16.47	0.00
3	7	0.03	2.34	12.70	16.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	3.41	22.16	22.12	0.01
0	0	0.00	1.51	32.58	13.10	0.00
0	4	0.16	7.39	19.34	17.28	0.00
1	1	0.00	0.22	22.53	35.46	0.00
1	5	0.00	0.16	21.59	24.99	0.00
2	2	0.12	2.26	23.80	17.63	0.00
2	6	0.43	15.42	13.12	7.32	0.07
3	3	0.00	0.16	22.16	29.35	0.00
3	7	0.00	0.15	21.87	31.55	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	3.65	20.80	21.44	0.05
0	0	0.01	0.48	28.77	6.72	0.38
0	4	0.00	0.16	21.05	16.66	0.00
1	1	0.25	0.19	21.20	20.81	0.00
1	5	0.00	0.16	21.02	18.55	0.00
2	2	0.02	1.20	25.27	40.27	0.00
