Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	0.09	7.82	16.11	0.00
0	0	0.10	0.58	39.53	32.75	0.00
0	4	0.00	0.00	1.38	0.40	0.00
1	1	0.00	0.06	2.72	2.86	0.00
1	5	0.71	0.00	2.63	1.38	0.00
2	2	0.17	0.07	2.92	1.50	0.00
2	6	0.00	0.00	9.08	88.77	0.00
3	3	0.00	0.00	3.06	0.91	0.00
3	7	0.05	0.00	1.27	0.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.66	0.32	6.37	15.49	0.00
0	0	0.21	0.91	35.91	29.06	0.00
0	4	0.00	0.00	0.69	0.40	0.00
1	1	0.00	0.00	0.47	1.00	0.00
1	5	0.00	0.01	0.70	1.08	0.00
2	2	0.00	0.00	0.21	0.78	0.00
2	6	0.00	0.00	7.70	90.50	0.00
3	3	0.00	0.00	0.09	0.80	0.00
3	7	5.09	1.63	5.21	0.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.12	6.50	15.86	1.05
0	0	0.10	0.90	40.63	31.36	0.00
0	4	0.00	0.02	0.70	0.00	8.37
1	1	0.00	0.00	0.20	0.99	0.00
1	5	0.00	0.01	0.40	1.38	0.00
2	2	0.00	0.00	0.35	0.79	0.00
2	6	0.00	0.02	8.03	90.09	0.00
3	3	0.00	0.00	0.72	0.60	0.00
3	7	0.00	0.00	0.93	1.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.08	6.24	16.21	0.12
0	0	0.11	0.62	39.89	32.42	0.00
0	4	0.00	0.00	0.47	0.81	0.00
1	1	0.00	0.00	0.37	0.81	0.00
1	5	0.00	0.00	0.67	1.00	0.00
2	2	0.00	0.00	0.88	1.79	1.00
2	6	0.00	0.00	6.97	91.20	0.00
3	3	0.00	0.02	0.37	0.72	0.00
3	7	0.00	0.00	0.28	0.92	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.20	6.30	15.41	0.45
0	0	0.09	1.57	39.26	30.44	0.00
0	4	0.00	0.00	0.75	0.18	0.00
1	1	0.00	0.00	0.32	1.69	0.00
1	5	0.00	0.01	0.60	1.21	0.00
2	2	0.00	0.01	0.76	0.18	0.00
2	6	0.00	0.00	8.14	87.58	0.00
3	3	0.00	0.00	0.35	0.99	0.00
3	7	0.00	0.00	0.23	0.98	3.61
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.22	7.19	14.97	1.69
0	0	0.05	1.75	47.69	22.80	0.00
0	4	0.00	0.00	0.67	0.00	13.55
1	1	0.00	0.00	0.18	2.39	0.00
1	5	0.00	0.00	0.46	0.99	0.00
2	2	0.07	0.00	0.45	0.88	0.01
2	6	0.00	0.00	7.31	90.99	0.00
3	3	0.00	0.01	0.38	0.79	0.00
3	7	0.00	0.00	0.36	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.17	6.95	15.72	0.03
