Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	0.08	9.93	4.54	0.00
0	0	0.09	0.47	64.76	21.76	0.00
0	4	0.00	0.08	4.17	0.60	0.00
1	1	0.00	0.05	2.19	3.49	0.00
1	5	0.63	0.02	0.85	1.03	0.00
2	2	0.14	0.00	0.89	0.33	0.00
2	6	0.00	0.00	3.27	2.34	0.00
3	3	0.00	0.00	1.51	2.78	0.00
3	7	0.00	0.03	1.78	3.96	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.65	3.46	0.00
0	0	0.11	0.36	65.08	21.43	0.00
0	4	0.00	0.03	0.46	0.39	0.00
1	1	0.00	0.00	0.25	1.17	0.00
1	5	0.00	0.00	0.86	0.79	0.00
2	2	0.00	0.00	0.64	0.59	0.00
2	6	0.00	0.00	1.23	1.77	0.00
3	3	0.00	0.00	0.19	0.90	0.00
3	7	0.00	0.02	0.49	0.65	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.49	3.46	0.00
0	0	0.11	0.11	64.90	21.78	0.00
0	4	0.00	0.05	0.99	0.00	0.00
1	1	0.00	0.00	0.10	0.61	0.00
1	5	0.00	0.00	0.38	0.99	0.00
2	2	0.00	0.00	0.44	0.89	0.00
2	6	0.00	0.02	0.65	1.20	0.00
3	3	0.00	0.00	0.22	0.90	0.00
3	7	0.00	0.00	0.23	1.32	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.42	3.31	0.00
0	0	0.11	0.14	65.04	21.71	0.00
0	4	0.00	0.00	0.54	0.00	0.00
1	1	0.00	0.00	0.13	0.60	0.00
1	5	0.00	0.02	0.19	0.69	0.00
2	2	0.00	0.00	0.09	0.89	0.00
2	6	0.00	0.02	0.59	0.99	0.00
3	3	0.00	0.00	0.36	0.79	0.00
3	7	0.00	0.00	0.44	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.51	3.31	0.41
0	0	0.10	0.52	62.64	20.73	0.00
0	4	0.00	0.00	0.88	0.00	0.00
1	1	0.00	0.00	0.26	0.99	0.00
1	5	0.00	0.00	0.54	1.19	0.00
2	2	0.00	0.00	1.79	0.79	0.00
2	6	0.00	0.04	1.11	0.49	0.00
3	3	0.00	0.00	0.58	1.19	0.00
3	7	0.00	0.00	0.27	1.07	3.30
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.11	8.37	5.83	2.03
0	0	0.10	0.62	63.82	21.90	0.00
0	4	0.01	0.18	0.82	17.18	16.21
1	1	0.00	0.00	0.44	1.87	0.00
1	5	0.00	0.00	0.76	0.89	0.00
2	2	0.00	0.00	0.24	1.09	0.00
2	6	0.00	0.00	0.38	1.57	0.00
3	3	0.00	0.00	0.10	0.90	0.00
3	7	0.00	0.05	0.37	1.27	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.11	8.44	4.85	0.00
0	0	0.06	0.73	64.59	20.80	0.00
0	4	0.00	0.12	1.18	10.65	0.00
1	1	0.00	0.00	0.19	1.88	0.00
1	5	0.31	0.00	0.19	0.98	0.00
2	2	0.00	0.00	0.27	1.09	0.00
2	6	0.00	0.03	0.66	0.89	0.00
3	3	0.00	0.00	0.23	1.09	0.00
3	7	0.00	0.00	0.23	1.42	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.04	8.49	3.23	0.00
0	0	0.04	0.32	64.96	21.64	0.00
0	4	0.00	0.00	0.54	0.00	0.00
1	1	0.00	0.00	0.52	0.20	0.00
1	5	0.00	0.00	0.50	0.00	0.00
2	2	0.00	0.00	0.10	1.08	0.00
2	6	0.00	0.04	0.67	0.99	0.00
3	3	0.00	0.00	0.36	0.79	0.00
3	7	0.00	0.00	0.27	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.05	8.76	3.54	0.00
0	0	0.04	0.35	64.96	21.66	0.00
0	4	0.00	0.00	0.88	0.00	0.00
1	1	0.00	0.00	0.46	1.00	0.00
1	5	0.00	0.00	0.25	1.09	0.00
2	2	0.00	0.00	1.30	0.40	0.00
2	6	0.00	0.02	1.52	0.60	0.00
3	3	0.00	0.00	0.10	1.10	0.00
3	7	0.00	0.00	0.61	2.47	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.21	3.40	0.00
0	0	0.03	0.28	62.95	20.74	0.00
0	4	0.00	0.00	0.49	0.00	0.00
1	1	0.00	0.00	0.28	1.19	0.00
1	5	0.00	0.00	0.28	1.08	0.00
2	2	0.00	0.00	0.35	0.99	0.00
2	6	0.00	0.05	0.44	1.17	0.00
3	3	0.00	0.02	0.30	0.79	0.00
3	7	0.02	0.00	0.58	1.25	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.05	8.54	3.56	0.00
0	0	0.01	0.33	65.21	21.45	0.00
0	4	0.00	0.04	1.16	0.00	0.00
1	1	0.00	0.02	0.29	0.60	0.00
1	5	0.00	0.00	0.10	0.99	0.00
2	2	0.00	0.00	0.46	1.09	0.00
2	6	0.00	0.01	0.68	1.08	0.00
3	3	0.00	0.00	0.24	0.99	0.00
3	7	0.00	0.03	0.22	2.26	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.05	8.79	3.40	0.00
0	0	0.01	0.40	64.79	20.97	0.00
0	4	0.00	0.00	0.83	0.79	0.00
1	1	0.00	0.00	1.89	0.89	0.00
1	5	0.00	0.02	0.69	0.30	0.00
2	2	0.00	0.00	0.19	0.90	0.00
2	6	0.00	0.00	0.99	0.51	0.00
3	3	0.00	0.00	0.64	1.78	0.00
3	7	0.00	0.00	0.26	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	8.79	3.35	0.00
0	0	0.01	0.48	65.62	20.86	0.00
0	4	0.00	0.00	0.87	0.00	0.00
1	1	0.00	0.00	0.36	0.89	0.00
1	5	0.00	0.00	0.84	0.49	0.00
2	2	0.00	0.02	0.69	1.29	0.00
2	6	0.00	0.00	0.52	1.38	0.00
3	3	0.00	0.00	0.68	1.38	0.00
3	7	0.00	0.00	0.75	0.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	8.47	3.37	0.00
0	0	0.00	0.26	65.32	21.41	0.00
0	4	0.00	0.00	0.60	0.00	0.00
1	1	0.00	0.00	0.28	0.89	0.00
1	5	0.00	0.00	0.36	0.89	0.00
2	2	0.00	0.00	0.24	0.80	0.00
2	6	0.00	0.00	0.35	1.08	0.00
3	3	0.00	0.00	0.19	0.90	0.00
3	7	0.00	0.00	0.41	1.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.04	8.26	3.32	0.86
0	0	0.00	0.28	62.84	20.78	3.33
0	4	0.00	0.04	1.10	0.00	0.00
1	1	0.00	0.01	0.30	0.70	0.00
1	5	0.00	0.00	0.10	0.79	0.00
2	2	0.00	0.00	0.36	0.89	0.00
2	6	0.00	0.00	0.77	1.00	0.00
3	3	0.00	0.00	0.24	0.90	0.00
3	7	0.00	0.00	0.37	1.52	3.52
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	8.62	3.56	0.00
0	0	0.00	0.24	65.39	21.36	0.00
0	4	0.00	0.00	0.55	0.11	0.00
1	1	0.00	0.00	0.33	0.99	0.00
1	5	0.00	0.02	0.59	0.79	0.00
2	2	0.00	0.00	0.79	0.79	0.00
2	6	0.00	0.00	0.50	1.58	0.00
3	3	0.00	0.00	0.37	1.18	0.00
3	7	0.00	0.00	0.44	1.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	8.56	3.63	0.10
0	0	0.00	0.21	64.38	21.52	0.00
0	4	0.00	0.00	1.24	0.90	0.00
1	1	0.00	0.00	0.84	0.40	0.00
1	5	0.00	0.00	0.34	0.99	0.00
2	2	0.00	0.02	0.45	1.48	0.83
2	6	0.00	0.00	0.41	1.41	0.00
3	3	0.00	0.00	0.29	1.18	0.00
3	7	0.00	0.00	0.55	1.17	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	8.48	3.57	0.16
0	0	0.00	0.15	65.43	21.40	0.00
0	4	0.00	0.00	0.09	0.90	1.31
1	1	0.00	0.00	0.38	1.09	0.00
1	5	0.00	0.00	0.36	1.19	0.00
2	2	0.00	0.00	0.34	0.99	0.00
2	6	0.00	0.00	0.67	1.39	0.00
3	3	0.00	0.00	0.19	1.00	0.00
3	7	0.00	0.00	0.38	0.55	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.05	8.69	3.40	0.15
0	0	0.00	0.32	65.09	21.58	0.00
0	4	0.00	0.02	1.02	0.31	1.17
1	1	0.00	0.01	0.45	1.19	0.00
1	5	0.00	0.00	0.10	0.90	0.00
2	2	0.00	0.00	0.36	0.89	0.00
2	6	0.00	0.00	0.67	1.11	0.00
3	3	0.00	0.00	0.83	0.50	0.00
3	7	0.00	0.01	0.98	0.73	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
