Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	0.79	72.23	15.28	0.00
0	0	0.14	0.45	76.49	12.23	0.00
0	4	0.16	0.74	73.00	16.69	0.00
1	1	0.19	0.53	72.91	16.44	0.00
1	5	0.16	0.43	70.93	19.23	0.00
2	2	0.17	0.64	69.58	19.83	0.00
2	6	0.07	0.54	69.51	20.53	0.00
3	3	0.05	0.68	80.52	8.97	0.00
3	7	0.02	2.29	64.68	8.27	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.72	71.44	16.24	0.00
0	0	0.03	0.57	72.95	14.38	0.00
0	4	0.01	0.65	70.82	19.66	0.00
1	1	0.10	0.35	73.63	15.51	0.00
1	5	0.00	0.53	71.01	19.75	0.00
2	2	0.01	0.48	71.85	17.95	0.00
2	6	0.00	0.35	68.74	22.03	0.00
3	3	0.00	0.53	78.27	11.58	0.00
3	7	0.02	2.26	64.23	9.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.72	71.78	15.78	0.00
0	0	0.00	0.38	76.00	13.06	0.00
0	4	0.08	0.63	71.59	18.14	0.00
1	1	0.01	0.35	76.56	13.11	0.00
1	5	0.00	0.40	70.15	20.06	0.00
2	2	0.01	0.54	68.34	21.14	0.00
2	6	0.00	0.57	69.17	21.09	0.00
3	3	0.01	0.66	79.01	10.24	0.00
3	7	0.01	2.25	63.44	9.44	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.72	71.93	16.02	0.00
0	0	0.00	0.53	73.54	15.42	0.00
0	4	0.00	0.63	70.54	20.06	0.00
1	1	0.01	0.34	77.51	12.31	0.00
1	5	0.00	0.32	71.52	19.28	0.00
2	2	0.00	0.46	69.97	19.87	0.00
2	6	0.00	0.51	69.62	21.09	0.00
3	3	0.01	0.68	78.95	10.77	0.00
3	7	0.01	2.30	63.89	9.36	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	1.20	69.54	16.76	0.13
0	0	0.00	0.56	71.58	16.18	0.00
0	4	0.00	0.66	70.34	19.65	0.00
1	1	0.01	0.33	71.68	16.38	0.00
1	5	0.00	0.31	69.10	19.89	0.00
2	2	0.01	2.18	68.05	18.19	1.02
2	6	0.00	0.46	67.66	21.27	0.00
3	3	0.00	0.50	76.03	13.20	0.00
3	7	0.01	4.64	61.79	9.31	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.74	71.90	15.99	0.00
0	0	0.01	0.39	74.80	14.25	0.00
0	4	0.00	0.69	70.94	19.56	0.00
1	1	0.01	0.42	74.12	15.81	0.00
1	5	0.00	0.39	71.84	18.99	0.00
2	2	0.00	0.48	68.37	21.52	0.00
2	6	0.00	0.53	69.79	20.91	0.00
3	3	0.01	0.51	81.37	8.50	0.00
3	7	0.02	2.47	64.56	8.52	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.79	71.34	16.42	0.00
0	0	0.00	0.51	71.43	17.65	0.00
0	4	0.00	0.56	70.95	19.76	0.00
1	1	0.02	0.34	76.18	13.65	0.00
1	5	0.00	0.94	69.87	19.94	0.00
2	2	0.00	0.56	69.63	20.19	0.00
2	6	0.00	0.74	69.54	20.40	0.00
3	3	0.00	0.45	78.77	11.12	0.00
3	7	0.23	2.18	64.40	8.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.68	71.79	16.27	0.00
0	0	0.00	0.52	73.50	15.55	0.00
0	4	0.00	0.56	70.60	20.09	0.00
1	1	0.01	0.38	75.28	14.59	0.00
1	5	0.00	0.38	69.61	21.28	0.00
2	2	0.01	0.51	71.98	17.89	0.00
2	6	0.01	0.44	71.28	19.51	0.00
3	3	0.00	0.53	78.01	11.87	0.00
3	7	0.02	2.12	64.06	9.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.70	72.33	15.82	0.00
0	0	0.00	0.65	71.12	17.92	0.00
0	4	0.01	0.43	70.02	20.73	0.00
1	1	0.01	0.25	75.54	14.35	0.00
1	5	0.00	0.49	70.65	20.15	0.00
2	2	0.01	0.59	70.74	19.17	0.00
2	6	0.00	0.26	71.31	19.61	0.00
3	3	0.00	0.44	81.51	8.45	0.00
3	7	0.02	2.52	67.12	6.03	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.91	68.96	15.96	0.13
0	0	0.02	0.52	68.53	13.52	0.00
0	4	0.00	0.58	70.44	17.62	0.00
1	1	0.01	0.24	69.38	18.31	0.00
1	5	0.00	0.47	68.56	20.00	0.00
2	2	0.01	2.27	66.37	19.59	1.00
2	6	0.00	0.39	67.54	20.56	0.00
3	3	0.00	0.48	77.51	10.04	0.00
3	7	0.01	2.33	63.93	8.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.71	71.96	16.03	0.00
0	0	0.00	0.60	71.21	17.73	0.00
0	4	0.01	0.68	74.73	15.55	0.00
1	1	0.02	0.34	72.43	17.52	0.00
1	5	0.00	0.37	70.63	20.23	0.00
2	2	0.01	0.55	71.26	18.53	0.00
2	6	0.01	0.41	71.47	19.32	0.00
3	3	0.01	0.51	78.83	11.11	0.00
3	7	0.02	2.18	65.18	8.27	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.90	72.32	15.29	0.00
0	0	0.00	0.74	76.85	11.49	0.00
0	4	0.01	0.47	71.90	18.07	0.00
