Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	0.11	5.79	8.35	0.00
0	0	0.00	0.00	2.07	2.01	0.00
0	4	0.00	0.00	0.29	0.99	0.00
1	1	0.22	0.63	35.33	60.42	0.00
1	5	0.66	0.00	0.20	0.00	0.00
2	2	0.00	0.09	2.53	1.37	0.00
2	6	0.00	0.08	1.26	0.00	0.00
3	3	0.34	0.06	3.20	1.58	0.00
3	7	0.04	0.00	1.49	0.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.95	8.55	0.00
0	0	0.00	0.00	0.27	1.09	0.00
0	4	0.00	0.00	0.45	1.00	0.00
1	1	0.00	0.00	35.74	61.87	0.00
1	5	0.00	0.03	0.79	0.79	0.00
2	2	0.00	0.00	0.28	1.30	0.00
2	6	0.00	0.00	0.28	0.49	0.00
3	3	0.00	0.02	1.14	0.48	0.00
3	7	0.00	0.00	0.61	1.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.12	4.91	12.04	0.10
0	0	0.00	0.00	0.77	0.99	0.00
0	4	0.00	0.00	0.67	0.80	0.82
1	1	0.12	0.80	34.50	62.21	0.00
1	5	0.00	0.03	0.79	0.70	0.00
2	2	0.00	0.00	0.14	0.69	0.00
2	6	0.00	0.00	0.19	0.89	0.00
3	3	0.00	0.01	1.07	0.67	0.00
3	7	0.01	0.11	1.12	29.33	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.99	8.68	0.00
0	0	0.00	0.00	0.18	1.09	0.00
0	4	0.00	0.00	0.36	0.99	0.00
1	1	0.00	0.00	35.99	61.73	0.00
1	5	0.00	0.00	0.23	0.89	0.00
2	2	0.00	0.01	0.51	1.45	0.00
2	6	0.00	0.00	0.19	1.18	0.00
3	3	0.00	0.02	1.35	0.68	0.00
3	7	0.00	0.00	1.11	1.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.93	8.49	0.00
0	0	0.00	0.00	0.19	1.09	0.00
0	4	0.00	0.00	0.82	0.91	0.00
1	1	0.00	0.00	36.02	61.68	0.00
1	5	0.00	0.00	0.13	0.99	0.00
2	2	0.00	0.00	0.68	0.60	0.00
2	6	0.00	0.00	0.29	1.10	0.00
3	3	0.00	0.02	1.07	0.67	0.00
3	7	0.00	0.00	0.23	0.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.34	4.61	8.27	0.00
0	0	0.00	0.00	0.28	0.89	0.00
0	4	0.00	0.00	0.36	0.89	0.00
1	1	0.04	2.70	33.76	60.47	0.00
1	5	0.00	0.00	0.82	0.78	0.00
2	2	0.00	0.00	0.00	0.76	0.00
2	6	0.00	0.00	0.19	0.89	0.00
3	3	0.00	0.04	1.33	0.39	0.00
3	7	0.00	0.00	0.14	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.91	8.65	0.00
0	0	0.00	0.00	0.28	1.09	0.00
0	4	0.00	0.00	0.46	1.09	0.00
1	1	0.00	0.00	35.74	61.86	0.00
1	5	0.00	0.00	0.43	0.69	0.00
2	2	0.00	0.00	0.44	0.89	0.00
2	6	0.00	0.00	0.29	0.99	0.00
3	3	0.00	0.02	1.25	0.78	0.00
3	7	0.00	0.00	0.42	1.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.09	4.92	8.47	0.00
0	0	0.00	0.00	0.28	1.09	0.00
0	4	0.01	0.00	0.51	0.89	0.00
1	1	0.00	0.70	36.16	60.58	0.00
1	5	0.00	0.00	0.22	0.89	0.00
2	2	0.00	0.03	0.56	1.35	0.00
2	6	0.00	0.00	0.19	0.89	0.00
3	3	0.00	0.02	1.16	0.96	0.00
3	7	0.00	0.00	0.24	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.76	8.75	0.00
0	0	0.00	0.00	0.48	1.19	0.00
0	4	0.00	0.00	0.37	0.99	0.00
1	1	0.00	0.00	34.88	62.84	0.00
1	5	0.00	0.00	0.13	1.08	0.00
2	2	0.00	0.00	0.51	0.87	0.00
2	6	0.00	0.00	0.19	1.19	0.00
3	3	0.00	0.00	1.36	0.67	0.00
3	7	0.00	0.00	0.14	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.85	8.62	0.00
0	0	0.00	0.00	0.28	1.09	0.00
0	4	0.00	0.00	0.46	1.09	0.00
1	1	0.00	0.00	35.94	61.70	0.00
1	5	0.00	0.00	0.72	0.89	0.00
2	2	0.00	0.00	0.19	1.06	0.00
2	6	0.00	0.00	0.28	0.99	0.00
3	3	0.00	0.01	0.67	0.87	0.00
3	7	0.00	0.00	0.23	1.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.37	4.58	8.50	0.16
0	0	0.00	0.00	0.28	1.09	0.00
0	4	0.00	0.00	0.46	1.29	0.00
1	1	0.03	2.95	33.53	60.68	0.00
1	5	0.00	0.00	0.23	0.89	0.00
2	2	0.00	0.00	0.28	0.99	0.00
2	6	0.00	0.00	0.29	0.98	0.00
3	3	0.00	0.04	1.15	0.77	1.30
3	7	0.00	0.00	0.42	1.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.98	8.66	0.00
0	0	0.00	0.00	0.19	0.99	0.00
0	4	0.00	0.00	0.27	0.99	0.00
