Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.18	0.02	1.93	1.67	0.24
0	0	0.00	0.03	2.83	1.54	0.00
0	4	0.00	0.00	1.39	0.69	0.00
1	1	0.67	0.00	0.69	0.88	0.00
1	5	0.16	0.04	4.05	2.89	0.00
2	2	0.44	0.02	2.11	3.77	0.00
2	6	0.00	0.00	1.93	1.90	0.00
3	3	0.20	0.00	1.09	0.99	0.00
3	7	0.00	0.09	1.38	0.74	1.89
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.56	1.07	0.00
0	0	0.00	0.00	0.90	1.29	0.00
0	4	0.00	0.02	1.00	0.81	0.00
1	1	0.00	0.00	0.76	1.00	0.00
1	5	0.00	0.00	0.36	1.11	0.00
2	2	0.00	0.00	0.42	1.55	0.00
2	6	0.00	0.00	0.35	0.90	0.00
3	3	0.00	0.00	0.29	1.10	0.00
3	7	0.00	0.00	0.40	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	0.01	0.36	0.97	0.00
0	0	0.00	0.00	0.28	0.61	0.00
0	4	0.00	0.02	0.48	1.09	0.00
1	1	0.00	0.00	0.53	0.90	0.00
1	5	0.50	0.00	0.23	0.90	0.00
2	2	0.00	0.02	0.27	1.30	0.00
2	6	0.00	0.00	0.45	1.29	0.00
3	3	0.00	0.00	0.44	0.80	0.00
3	7	0.00	0.00	0.22	0.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.43	0.93	0.00
0	0	0.00	0.00	0.27	0.99	0.00
0	4	0.00	0.04	1.32	0.20	0.00
1	1	0.00	0.02	0.10	0.79	0.00
1	5	0.00	0.00	0.30	0.95	0.00
2	2	0.00	0.00	0.46	0.91	0.00
2	6	0.00	0.00	0.44	0.99	0.00
3	3	0.00	0.00	0.21	1.10	0.00
3	7	0.00	0.00	0.35	1.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.50	1.35	0.00
0	0	0.00	0.00	0.50	1.39	0.00
0	4	0.00	0.07	0.36	0.61	0.00
1	1	0.00	0.00	0.46	1.89	0.00
1	5	0.00	0.00	0.80	2.08	0.00
2	2	0.00	0.00	0.69	1.06	0.00
2	6	0.00	0.00	0.31	1.20	0.00
3	3	0.00	0.00	0.27	1.20	0.00
3	7	0.00	0.00	0.63	1.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.50	0.96	0.00
0	0	0.00	0.00	0.00	0.16	0.00
0	4	0.00	0.04	0.56	0.99	0.00
1	1	0.00	0.00	0.35	0.98	0.00
1	5	0.00	0.00	0.81	1.30	0.00
2	2	0.00	0.00	0.38	1.09	0.00
2	6	0.00	0.00	0.42	0.88	0.00
3	3	0.00	0.00	0.66	1.50	0.00
3	7	0.00	0.00	0.82	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.39	0.91	0.00
0	0	0.00	0.00	0.36	0.90	0.00
0	4	0.00	0.04	0.72	0.79	0.00
1	1	0.00	0.00	0.31	0.79	0.00
1	5	0.00	0.00	0.10	0.61	0.00
2	2	0.00	0.00	0.56	1.40	0.00
2	6	0.00	0.00	0.45	0.80	0.00
3	3	0.00	0.00	0.32	1.00	0.00
3	7	0.00	0.00	0.28	1.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	0.81	2.04	0.00
0	0	0.00	0.00	0.63	0.20	0.00
0	4	0.00	0.02	0.90	0.29	0.00
1	1	0.00	0.00	0.31	0.89	0.00
1	5	0.00	0.00	0.58	1.60	0.00
2	2	0.00	0.00	1.02	0.39	0.00
2	6	0.11	0.08	1.59	10.64	0.00
3	3	0.00	0.00	0.77	0.69	0.00
3	7	0.00	0.00	0.67	1.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	0.53	2.74	0.00
0	0	0.00	0.02	0.62	0.41	0.00
0	4	0.00	0.02	0.89	0.11	0.00
1	1	0.00	0.00	0.19	1.09	0.00
1	5	0.00	0.00	0.53	1.19	0.00
2	2	0.00	0.00	0.43	0.79	0.00
2	6	0.00	0.06	1.10	16.52	0.00
3	3	0.00	0.11	0.22	0.99	0.00
3	7	0.00	0.00	0.29	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.46	0.67	0.00
0	0	0.00	0.00	0.63	0.00	0.00
0	4	0.00	0.08	0.88	0.11	0.00
1	1	0.00	0.00	0.34	0.89	0.00
1	5	0.00	0.00	0.26	0.92	0.00
2	2	0.00	0.00	0.24	1.28	0.00
2	6	0.00	0.02	0.69	0.59	0.00
3	3	0.00	0.00	0.30	0.89	0.00
3	7	0.00	0.00	0.37	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.54	0.61	0.00
0	0	0.00	0.00	0.40	0.20	0.00
0	4	0.00	0.02	0.77	0.79	0.00
1	1	0.00	0.00	0.48	0.69	0.00
1	5	0.00	0.00	0.70	0.20	0.00
2	2	0.00	0.00	0.66	0.61	0.00
