Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	0.05	6.02	8.01	0.15
0	0	0.00	0.00	0.27	0.37	0.22
0	4	0.02	0.31	1.90	1.33	0.00
1	1	0.17	0.02	39.28	56.57	0.00
1	5	0.00	0.00	0.60	0.80	1.00
2	2	0.69	0.08	0.00	0.00	0.00
2	6	0.00	0.02	2.97	2.08	0.00
3	3	0.18	0.00	2.76	2.34	0.00
3	7	0.17	0.00	0.40	0.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	0.01	5.22	8.32	0.12
0	0	0.00	0.00	0.12	0.59	0.00
0	4	0.00	0.01	0.31	1.47	0.00
1	1	0.09	0.00	36.33	59.86	0.00
1	5	0.00	0.00	1.15	0.80	1.00
2	2	0.00	0.05	2.26	0.79	0.00
2	6	0.00	0.00	0.32	1.59	0.00
3	3	0.79	0.00	0.09	0.90	0.00
3	7	0.00	0.00	1.16	0.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	0.01	5.11	8.98	0.12
0	0	0.00	0.02	0.70	0.59	0.00
0	4	0.00	0.01	2.00	1.98	0.00
1	1	0.12	0.00	35.80	60.54	0.00
1	5	0.00	0.00	0.55	1.79	0.00
2	2	0.00	0.00	0.48	1.30	0.00
2	6	0.00	0.02	0.38	2.05	0.94
3	3	0.00	0.00	0.38	1.89	0.00
3	7	0.77	0.00	0.64	1.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.01	5.06	8.47	0.00
0	0	0.00	0.01	0.39	0.80	0.00
0	4	0.03	0.01	1.86	0.67	0.00
1	1	0.15	0.00	34.84	61.39	0.00
1	5	0.00	0.00	0.44	1.19	0.00
2	2	0.00	0.00	1.19	0.40	0.00
2	6	0.00	0.02	1.08	0.94	0.00
3	3	0.00	0.00	0.29	1.19	0.00
3	7	0.00	0.00	0.37	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.00	4.85	8.13	0.00
0	0	0.00	0.00	0.32	0.30	0.00
0	4	0.00	0.02	0.71	0.17	0.00
1	1	0.21	0.00	35.32	61.07	0.00
1	5	0.00	0.00	0.93	0.00	0.00
2	2	0.00	0.00	0.84	0.79	0.00
2	6	0.00	0.00	0.23	0.94	0.00
3	3	0.00	0.00	0.10	1.09	0.00
3	7	0.00	0.00	0.37	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.03	4.69	8.34	0.10
0	0	0.00	0.02	0.48	0.01	0.00
0	4	0.00	0.20	0.44	0.17	0.81
1	1	0.18	0.00	34.29	61.97	0.00
1	5	0.00	0.00	0.44	0.89	0.00
2	2	0.00	0.00	0.62	0.60	0.00
2	6	0.00	0.02	0.58	0.94	0.00
3	3	0.00	0.00	0.19	1.09	0.00
3	7	0.00	0.00	0.48	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.01	4.90	8.52	0.00
0	0	0.00	0.00	0.43	0.69	0.00
0	4	0.00	0.00	1.01	0.48	0.00
1	1	0.33	0.00	34.71	61.48	0.00
1	5	0.00	0.00	0.92	0.50	0.00
2	2	0.00	0.00	0.83	1.19	0.00
2	6	0.00	0.04	0.29	1.22	0.00
3	3	0.00	0.02	0.78	1.29	0.00
3	7	0.00	0.00	0.19	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.05	5.10	8.82	0.00
0	0	0.00	0.38	0.29	0.99	0.00
0	4	0.00	0.04	1.82	0.68	0.00
1	1	0.25	0.00	35.34	61.09	0.00
1	5	0.00	0.00	0.65	1.83	0.00
2	2	0.00	0.00	1.42	1.39	0.00
2	6	0.00	0.00	0.43	1.90	0.00
3	3	0.00	0.02	0.48	1.01	0.00
3	7	0.00	0.00	0.38	1.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.00	4.71	8.84	0.00
0	0	0.00	0.00	0.25	0.99	0.00
0	4	0.00	0.01	0.73	1.16	0.00
1	1	0.28	0.01	33.96	62.42	0.00
1	5	0.00	0.00	0.69	0.50	0.00
2	2	0.00	0.00	1.21	1.49	0.00
2	6	0.00	0.00	0.35	1.21	0.00
