Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.13	9.85	7.54	0.00
0	0	0.06	0.89	63.48	21.63	0.00
0	4	0.00	0.00	1.95	0.18	0.00
1	1	0.00	0.07	2.89	1.70	0.00
1	5	0.00	0.00	1.76	2.88	0.00
2	2	0.00	0.00	1.21	0.80	0.00
2	6	0.00	0.04	2.87	2.01	0.00
3	3	0.01	0.06	3.47	30.74	0.00
3	7	0.00	0.00	1.19	0.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.01	8.43	3.29	0.00
0	0	0.13	0.05	64.87	21.95	0.00
0	4	0.00	0.00	0.26	0.29	0.00
1	1	0.00	0.05	0.80	0.19	0.00
1	5	0.00	0.00	0.22	0.73	0.00
2	2	0.00	0.00	0.19	0.69	0.00
2	6	0.00	0.00	0.19	0.99	0.00
3	3	0.00	0.00	0.76	0.49	0.00
3	7	0.00	0.00	0.15	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.77	3.72	0.00
0	0	0.12	0.39	64.98	21.53	0.00
0	4	0.00	0.00	1.37	0.00	0.00
1	1	0.00	0.06	1.76	0.89	0.00
1	5	0.00	0.00	0.34	1.20	0.00
2	2	0.00	0.00	0.58	1.89	0.00
2	6	0.00	0.00	0.20	1.38	0.00
3	3	0.00	0.00	0.39	1.48	0.00
3	7	0.00	0.00	0.56	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.51	3.48	0.00
0	0	0.11	0.12	64.92	21.76	0.00
0	4	0.00	0.00	0.60	0.00	0.00
1	1	0.00	0.13	0.94	0.50	0.00
1	5	0.00	0.00	0.28	1.28	0.00
2	2	0.00	0.00	0.57	1.09	0.00
2	6	0.00	0.00	0.24	0.98	0.00
3	3	0.00	0.02	0.30	1.13	0.00
3	7	0.00	0.00	0.19	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.54	3.18	0.42
0	0	0.12	0.50	62.99	20.45	3.38
0	4	0.00	0.00	0.54	0.00	0.00
1	1	0.00	0.07	1.94	0.60	0.00
1	5	0.00	0.00	0.10	0.99	0.00
2	2	0.00	0.00	0.56	0.79	0.00
2	6	0.00	0.00	0.36	0.89	0.00
3	3	0.00	0.00	1.03	0.90	0.00
3	7	0.00	0.02	0.79	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.45	3.46	0.00
0	0	0.12	0.22	64.61	22.04	0.00
0	4	0.00	0.00	0.35	0.60	0.00
1	1	0.00	0.10	0.83	0.20	0.00
1	5	0.00	0.00	0.41	0.90	0.00
2	2	0.00	0.00	0.14	0.51	0.00
2	6	0.00	0.00	0.48	1.49	0.00
3	3	0.00	0.00	0.36	1.25	0.00
3	7	0.00	0.00	0.44	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.04	8.58	3.26	0.00
0	0	0.11	0.15	64.86	21.81	0.00
0	4	0.00	0.00	0.59	0.30	0.02
1	1	0.00	0.13	1.15	0.20	0.00
1	5	0.00	0.00	0.46	0.50	0.00
2	2	0.16	0.00	0.46	0.65	0.00
2	6	0.00	0.00	0.52	0.79	0.00
3	3	0.00	0.01	0.24	1.04	0.00
3	7	0.00	0.00	0.38	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.02	8.68	3.29	0.00
0	0	0.12	0.06	64.93	21.92	0.00
0	4	0.00	0.03	0.60	0.00	0.00
1	1	0.00	0.07	1.13	0.70	0.00
1	5	0.00	0.00	0.59	0.98	0.00
2	2	0.00	0.00	0.37	0.99	0.00
2	6	0.00	0.00	0.45	0.80	0.00
3	3	0.00	0.03	0.89	0.31	0.00
3	7	0.00	0.00	0.50	0.59	0.00
