Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	0.31	8.83	3.85	0.12
0	0	0.00	2.38	65.00	26.00	0.00
0	4	0.00	0.02	1.08	1.96	0.99
1	1	0.00	0.00	0.88	0.60	0.00
1	5	0.60	0.00	0.21	0.00	0.00
2	2	0.09	0.06	1.07	0.38	0.00
2	6	0.17	0.00	0.60	0.79	0.00
3	3	0.00	0.00	0.56	0.39	0.00
3	7	0.00	0.02	1.24	0.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.30	8.93	4.15	0.22
0	0	0.00	2.33	64.58	26.58	0.00
0	4	0.00	0.01	1.09	0.70	1.79
1	1	0.00	0.00	0.65	1.55	0.00
1	5	0.00	0.00	0.95	0.10	0.00
2	2	0.00	0.04	1.11	0.18	0.00
2	6	0.00	0.00	0.99	0.59	0.00
3	3	0.00	0.00	1.03	1.78	0.00
3	7	0.00	0.00	0.98	1.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.94	0.53	6.50	4.66	0.00
0	0	16.14	0.64	7.79	13.93	0.00
0	4	0.00	0.00	0.71	0.89	0.00
1	1	0.00	0.00	0.25	1.59	0.00
1	5	0.00	0.02	0.38	1.90	0.00
2	2	14.58	3.55	41.60	16.35	0.00
2	6	0.80	0.00	0.20	0.10	0.00
3	3	0.00	0.00	0.44	1.39	0.00
3	7	0.00	0.00	0.66	1.11	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.82	0.51	7.25	5.35	0.00
0	0	15.66	1.37	12.11	19.62	0.00
0	4	0.00	0.02	0.48	1.20	0.00
1	1	0.00	0.00	0.20	1.08	0.00
1	5	0.00	0.00	0.29	0.89	0.00
2	2	14.87	2.70	42.92	17.14	0.00
2	6	0.03	0.00	1.04	0.90	0.00
3	3	0.00	0.00	0.54	0.99	0.00
3	7	0.00	0.00	0.39	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.67	0.56	7.33	5.74	0.38
0	0	10.67	1.47	10.87	16.80	1.49
0	4	0.00	0.00	0.45	1.47	1.56
1	1	0.00	0.00	0.70	2.69	0.00
1	5	0.00	0.02	0.93	1.82	0.00
2	2	10.70	2.91	42.29	19.38	0.00
2	6	0.00	0.00	0.47	0.89	0.00
3	3	0.00	0.04	2.38	1.78	0.00
3	7	0.00	0.00	0.53	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.37	9.14	4.21	1.10
0	0	0.01	2.44	64.80	25.55	0.08
0	4	0.00	0.00	1.30	0.70	7.02
1	1	0.02	0.00	0.67	2.53	0.00
1	5	0.00	0.02	1.79	1.99	0.00
2	2	0.04	0.20	1.95	1.17	1.69
2	6	0.00	0.00	0.64	0.21	0.00
3	3	0.00	0.05	1.99	1.59	0.00
3	7	0.00	0.25	0.05	0.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.29	8.59	4.12	0.06
0	0	0.00	2.25	64.40	26.87	0.00
0	4	0.00	0.00	1.33	1.09	0.52
1	1	0.00	0.00	0.36	0.79	0.00
1	5	0.00	0.00	0.30	0.90	0.00
2	2	0.00	0.00	0.41	0.89	0.00
2	6	0.00	0.00	0.60	0.50	0.00
3	3	0.00	0.03	0.94	1.28	0.00
3	7	0.00	0.00	0.37	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.32	8.83	4.54	1.53
0	0	0.00	2.45	65.34	25.66	0.00
0	4	0.00	0.00	0.89	1.16	12.25
1	1	0.00	0.00	0.38	1.57	0.00
1	5	0.00	0.01	1.10	1.49	0.00
2	2	0.00	0.00	0.39	1.28	0.00
2	6	0.00	0.03	0.95	1.77	0.00
3	3	0.30	0.05	0.82	2.01	0.00
3	7	0.00	0.00	0.79	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.85	0.28	6.15	4.00	0.00
0	0	8.21	0.39	6.66	4.07	0.00
0	4	0.00	0.00	0.66	0.20	0.00
1	1	0.00	0.01	0.29	0.43	0.00
1	5	0.00	0.00	0.59	1.09	0.00
2	2	6.58	1.74	38.71	24.76	0.00
2	6	0.00	0.00	0.36	0.79	0.00
3	3	0.00	0.05	1.21	0.30	0.00
3	7	0.00	0.01	0.69	0.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.30	8.45	4.00	0.11
0	0	0.00	2.31	64.62	26.59	0.00
0	4	0.00	0.00	0.70	0.21	0.84
1	1	0.00	0.00	0.24	0.69	0.00
1	5	0.00	0.00	0.33	0.79	0.00
2	2	0.00	0.10	0.49	0.73	0.00
2	6	0.00	0.00	0.29	0.99	0.00
3	3	0.00	0.01	0.49	1.14	0.00
3	7	0.00	0.00	0.40	0.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.85	0.37	5.93	3.71	0.01
0	0	10.99	0.40	5.84	6.19	0.12
0	4	0.00	0.01	0.51	1.28	0.00
1	1	0.00	0.00	0.12	0.01	0.00
1	5	0.00	0.00	0.36	0.79	0.00
2	2	11.79	2.52	39.18	19.13	0.00
2	6	0.00	0.00	0.21	0.90	0.00
3	3	0.00	0.00	0.81	0.71	0.00
3	7	0.00	0.00	0.38	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.17	0.34	8.11	4.38	0.01
0	0	8.98	1.52	41.86	23.29	0.04
0	4	0.00	0.01	0.26	1.26	0.00
1	1	0.00	0.00	0.52	0.39	0.00
1	5	0.00	0.00	0.19	1.00	0.00
2	2	8.40	1.15	20.16	6.14	0.00
2	6	0.00	0.00	0.85	0.80	0.00
3	3	0.00	0.01	0.85	1.11	0.00
3	7	0.00	0.01	0.16	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.22	0.34	6.37	3.86	0.14
0	0	9.06	0.40	5.76	5.02	0.00
0	4	0.00	0.00	0.28	0.78	0.00
1	1	0.00	0.00	0.23	0.50	0.00
1	5	0.00	0.02	0.27	0.40	0.00
2	2	8.48	2.26	41.55	21.45	0.00
2	6	0.00	0.00	1.31	1.29	0.28
3	3	0.22	0.07	0.80	1.08	0.83
3	7	0.00	0.00	0.73	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.94	0.34	6.81	4.41	0.00
0	0	16.69	0.61	7.91	13.68	0.00
0	4	0.06	0.00	0.83	1.19	0.00
1	1	0.00	0.00	0.76	0.20	0.00
1	5	0.00	0.00	0.45	0.38	0.00
2	2	14.75	2.05	41.92	18.78	0.00
2	6	0.00	0.00	0.78	0.60	0.00
3	3	0.00	0.02	1.23	0.06	0.00
3	7	0.00	0.00	0.58	0.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.32	8.64	4.16	0.65
0	0	0.00	2.52	64.76	26.18	0.00
0	4	0.00	0.01	0.79	1.77	5.21
1	1	0.00	0.00	0.80	0.89	0.00
1	5	0.00	0.00	0.47	0.79	0.00
2	2	0.00	0.00	0.34	0.99	0.00
2	6	0.00	0.00	0.44	0.89	0.00
3	3	0.00	0.03	1.00	1.12	0.00
3	7	0.00	0.00	0.58	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.19	0.32	6.41	4.28	0.07
0	0	9.09	0.59	7.02	6.35	0.55
0	4	0.00	0.02	0.22	0.39	0.00
1	1	8.40	1.87	40.58	22.56	0.00
1	5	0.00	0.00	0.19	0.98	0.00
2	2	0.00	0.10	0.42	0.89	0.00
2	6	0.00	0.00	0.91	1.77	0.00
3	3	0.00	0.01	1.13	0.79	0.00
3	7	0.00	0.01	0.79	0.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.51	0.30	5.98	4.27	0.00
0	0	10.45	0.59	7.38	5.16	0.00
0	4	0.00	0.02	0.34	2.15	0.00
1	1	9.64	1.74	38.39	22.93	0.00
1	5	0.00	0.01	0.30	0.00	0.00
2	2	0.00	0.00	0.19	1.14	0.00
2	6	0.00	0.00	0.47	0.79	0.00
3	3	0.00	0.00	0.57	1.09	0.00
3	7	0.00	0.00	0.23	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.42	0.34	6.73	4.40	0.00
0	0	10.13	0.69	7.17	9.10	0.02
0	4	0.00	0.00	0.90	1.10	0.00
1	1	2.37	0.53	12.01	5.05	0.00
1	5	0.00	0.00	0.93	0.59	0.00
2	2	6.84	1.48	31.56	15.73	0.00
2	6	0.00	0.00	0.26	0.99	0.00
3	3	0.00	0.01	0.63	1.54	0.00
3	7	0.00	0.00	0.36	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.76	0.29	6.19	3.79	0.00
0	0	11.33	0.51	5.75	6.41	0.02
0	4	0.00	0.01	0.28	0.77	0.00
1	1	0.00	0.00	0.29	0.89	0.00
1	5	0.00	0.00	0.37	0.79	0.00
2	2	10.77	1.80	41.31	19.42	0.00
2	6	0.00	0.00	0.63	0.30	0.00
3	3	0.00	0.04	0.61	0.92	0.00
3	7	0.00	0.00	0.29	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.85	0.42	6.90	3.98	0.00
0	0	12.41	0.72	17.52	12.50	0.00
0	4	0.00	0.00	0.32	0.48	0.00
1	1	0.00	0.02	0.29	0.20	0.00
