Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	0.08	3.54	12.97	1.30
0	0	0.00	0.03	9.06	8.12	0.01
0	4	0.02	0.23	3.67	18.53	0.00
1	1	0.80	0.17	1.87	28.65	0.00
1	5	0.00	0.04	3.29	0.00	0.00
2	2	0.00	0.07	2.67	1.95	0.00
2	6	0.00	0.04	2.31	0.50	0.00
3	3	0.21	0.03	4.02	45.42	0.00
3	7	0.00	0.05	1.43	0.51	10.38
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.02	1.58	3.06	0.00
0	0	0.00	0.02	1.35	5.59	0.00
0	4	0.30	0.08	2.56	8.97	0.00
1	1	0.00	0.00	0.64	0.70	0.00
1	5	0.12	0.00	1.50	1.19	0.00
2	2	0.00	0.01	1.72	0.97	0.00
2	6	0.00	0.00	0.89	0.79	0.00
3	3	0.00	0.01	3.47	5.60	0.00
3	7	0.00	0.00	0.49	0.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	0.04	1.25	1.60	0.10
0	0	0.00	0.02	2.05	2.04	0.00
0	4	0.00	0.11	1.54	3.38	0.00
1	1	0.61	0.00	0.15	1.20	0.00
1	5	0.30	0.00	1.06	1.79	0.00
2	2	0.00	0.00	1.57	1.11	0.00
2	6	0.00	0.12	0.86	0.80	0.00
3	3	0.02	0.07	2.03	1.19	0.00
3	7	0.00	0.00	0.77	1.28	0.81
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.68	1.02	0.00
0	0	0.00	0.00	0.57	0.59	0.00
0	4	0.00	0.07	1.02	1.39	0.00
1	1	0.00	0.00	1.13	1.51	0.00
1	5	0.00	0.00	0.88	0.71	0.00
2	2	0.00	0.00	0.22	1.11	0.00
2	6	0.00	0.00	0.30	0.41	0.00
3	3	0.00	0.00	0.68	1.30	0.00
3	7	0.00	0.00	0.66	1.11	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.48	0.97	0.00
0	0	0.00	0.00	0.63	0.10	0.00
0	4	0.00	0.01	1.27	0.60	0.00
1	1	0.00	0.00	0.49	0.98	0.00
1	5	0.00	0.00	0.40	1.30	0.00
2	2	0.00	0.02	0.35	1.19	0.00
2	6	0.00	0.00	0.23	1.19	0.00
3	3	0.00	0.02	0.10	1.29	0.00
3	7	0.00	0.00	0.38	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	0.73	1.55	0.35
0	0	0.00	0.00	0.04	0.59	0.00
0	4	0.00	0.13	1.61	1.78	2.78
1	1	0.00	0.00	1.27	2.17	0.00
1	5	0.00	0.06	1.57	1.81	0.00
2	2	0.00	0.00	0.39	1.19	0.00
2	6	0.00	0.00	0.15	1.09	0.00
3	3	0.00	0.00	0.28	1.19	0.00
3	7	0.00	0.00	0.57	2.58	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.14	7.69	32.44	8.54	0.18
0	0	1.49	8.67	31.26	7.34	0.00
0	4	0.73	6.84	32.28	12.07	0.00
1	1	1.04	6.18	32.23	10.43	0.00
1	5	1.91	8.96	34.15	7.17	0.00
2	2	0.94	7.92	30.18	6.62	1.46
2	6	1.34	6.54	31.85	8.52	0.00
3	3	0.73	8.28	29.59	6.53	0.00
3	7	0.95	8.14	37.98	9.63	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.79	9.68	48.65	6.01	0.02
0	0	2.62	9.94	47.84	6.77	0.01
0	4	1.63	10.06	50.05	4.30	0.00
1	1	1.37	8.29	48.94	7.42	0.00
1	5	1.41	10.36	52.51	6.92	0.00
2	2	1.95	12.05	41.00	3.59	0.00
2	6	1.82	8.85	47.87	7.79	0.00
3	3	1.88	8.88	48.21	6.01	0.12
