Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.30	1.63	11.80	5.26	5.47
0	0	0.08	5.26	61.06	27.84	0.00
0	4	0.00	0.04	1.33	1.38	43.74
1	1	0.00	0.03	2.49	3.36	0.00
1	5	0.58	0.05	0.17	0.80	0.00
2	2	0.67	0.00	0.89	0.70	0.02
2	6	0.00	0.07	3.23	2.98	0.00
3	3	0.00	0.06	2.61	3.16	0.00
3	7	25.10	7.57	22.68	1.85	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.29	7.60	14.96	4.19
0	0	0.08	2.26	46.36	24.11	0.00
0	4	0.00	0.02	1.19	0.80	33.49
1	1	0.00	0.00	0.45	2.47	0.00
1	5	0.00	0.00	1.25	0.49	0.00
2	2	0.00	0.00	1.13	0.69	0.00
2	6	0.00	0.00	0.52	1.09	0.00
3	3	0.07	0.03	0.49	1.40	0.00
3	7	0.09	0.02	9.38	88.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.22	6.89	15.28	1.73
0	0	0.09	1.66	43.98	27.21	0.00
0	4	0.00	0.03	1.80	0.40	12.87
1	1	0.00	0.02	0.29	1.00	0.00
1	5	0.00	0.00	0.29	1.10	0.00
2	2	0.00	0.00	0.76	1.18	0.00
2	6	0.00	0.00	0.27	0.88	0.00
3	3	0.00	0.00	0.16	0.69	1.00
3	7	0.00	0.03	7.53	89.77	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.10	6.43	15.85	0.00
0	0	0.08	0.77	40.15	31.84	0.00
0	4	0.00	0.04	1.33	0.00	0.00
1	1	0.00	0.00	0.24	0.99	0.00
1	5	0.00	0.00	0.23	1.09	0.00
2	2	0.00	0.00	0.30	1.19	0.00
2	6	0.00	0.00	0.66	1.38	0.00
3	3	0.00	0.00	0.31	0.89	0.00
3	7	0.00	0.00	8.19	89.44	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.90	1.06	9.28	10.11	7.32
0	0	0.16	6.37	62.09	7.49	0.00
0	4	0.00	0.00	1.29	1.28	58.54
1	1	0.00	0.00	0.18	2.08	0.00
1	5	0.00	0.00	0.27	0.79	0.00
2	2	0.00	0.00	0.24	0.89	0.00
2	6	0.00	0.00	0.23	0.89	0.00
3	3	0.02	0.02	0.37	1.01	0.00
3	7	7.05	2.09	9.58	66.46	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.11	6.39	15.86	0.24
0	0	0.14	0.76	40.30	31.63	0.00
0	4	0.00	0.05	1.15	0.69	1.94
1	1	0.00	0.01	0.39	0.90	0.00
1	5	0.00	0.00	0.20	0.99	0.00
2	2	0.00	0.00	0.28	1.08	0.00
2	6	0.00	0.00	0.37	0.78	0.00
3	3	0.00	0.00	0.59	0.60	0.00
3	7	0.00	0.06	7.85	90.24	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.36	7.10	14.99	2.56
0	0	0.07	2.75	47.70	22.49	0.00
0	4	0.00	0.00	1.08	0.37	20.47
1	1	0.00	0.00	0.25	0.99	0.00
1	5	0.00	0.03	0.36	1.09	0.00
2	2	0.10	0.09	0.48	1.00	0.01
2	6	0.01	0.01	0.24	1.14	0.00
3	3	0.00	0.00	0.38	0.89	0.00
3	7	0.00	0.00	6.35	91.96	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.11	6.48	15.87	0.00
0	0	0.08	0.79	41.19	30.75	0.00
0	4	0.00	0.02	1.19	0.39	0.00
1	1	0.00	0.00	0.46	1.60	0.00
1	5	0.00	0.00	0.66	0.40	0.00
2	2	0.00	0.00	0.14	0.90	0.00
2	6	0.00	0.03	1.10	0.69	0.00
3	3	0.00	0.00	0.10	0.99	0.00
3	7	0.00	0.00	6.98	91.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	6.12	16.12	0.00
0	0	0.08	0.45	39.12	33.13	0.00
0	4	0.00	0.02	0.89	0.51	0.00
1	1	0.00	0.00	0.20	1.77	0.00
1	5	0.00	0.00	0.27	0.99	0.00
2	2	0.00	0.00	0.34	1.00	0.00
2	6	0.00	0.00	0.24	0.49	0.00
3	3	0.00	0.02	0.30	0.50	0.00
3	7	0.00	0.00	7.58	90.58	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.22	6.06	15.26	0.67
0	0	0.09	1.71	39.55	29.92	0.71
0	4	0.00	0.02	1.09	0.10	1.16
1	1	0.00	0.00	0.19	0.88	0.00
1	5	0.00	0.00	0.27	0.79	0.00
2	2	0.00	0.00	0.24	0.59	0.00
2	6	0.00	0.00	0.14	0.78	0.00
3	3	0.02	0.02	0.19	0.39	3.48
3	7	0.00	0.00	6.77	88.67	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	6.29	16.25	0.00
0	0	0.09	0.45	38.79	33.48	0.00
0	4	0.00	0.02	1.36	0.09	0.00
1	1	0.00	0.00	0.47	1.78	0.00
1	5	0.00	0.00	0.38	1.29	0.00
2	2	0.00	0.00	1.13	1.08	0.00
2	6	0.00	0.00	0.34	1.28	0.00
3	3	0.00	0.05	0.26	0.40	0.00
3	7	0.00	0.00	7.58	90.58	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.31	6.89	15.41	0.56
0	0	0.06	2.39	44.21	26.39	0.00
0	4	0.00	0.03	1.02	0.10	4.51
1	1	0.00	0.02	0.39	1.49	0.00
1	5	0.00	0.00	0.36	1.29	0.00
2	2	0.00	0.00	0.19	0.89	0.00
2	6	0.00	0.00	1.12	1.39	0.00
3	3	0.00	0.00	0.73	0.59	0.00
3	7	0.00	0.01	7.09	91.15	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.18	6.78	18.73	0.37
