Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	0.03	1.77	1.36	0.00
0	0	0.00	0.00	2.02	0.89	0.00
0	4	0.00	0.00	1.83	1.46	0.00
1	1	0.54	0.04	1.94	2.08	0.00
1	5	0.03	0.09	1.78	0.30	0.00
2	2	0.21	0.00	0.20	0.00	0.00
2	6	0.00	0.03	2.28	1.29	0.00
3	3	0.18	0.00	1.29	3.05	0.00
3	7	0.05	0.11	2.81	1.82	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	1.71	14.75	8.07	0.02
0	0	0.04	0.29	20.28	3.75	0.01
0	4	0.09	0.72	10.59	8.71	0.00
1	1	0.00	0.21	19.30	11.06	0.00
1	5	0.15	0.48	11.72	8.12	0.00
2	2	0.09	0.38	20.69	6.80	0.00
2	6	0.15	7.67	14.80	3.19	0.00
3	3	0.23	3.61	12.18	14.35	0.00
3	7	0.00	0.33	8.45	8.57	0.12
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	2.30	12.50	13.25	0.00
0	0	0.00	0.34	20.17	16.52	0.00
0	4	0.00	0.19	12.71	13.55	0.00
1	1	0.19	3.69	9.90	10.48	0.00
1	5	0.00	0.18	13.12	13.04	0.00
2	2	0.01	0.09	11.75	13.69	0.00
2	6	0.48	13.45	4.91	3.36	0.00
3	3	0.00	0.26	14.23	12.32	0.00
3	7	0.00	0.19	13.21	23.02	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	2.71	13.37	13.51	0.12
0	0	0.00	0.24	18.91	8.55	0.00
0	4	0.00	0.08	12.20	13.66	0.00
1	1	0.00	1.93	14.21	13.43	0.00
1	5	0.60	18.28	3.48	1.52	0.00
2	2	0.00	0.85	16.23	22.21	0.00
2	6	0.00	0.08	12.14	11.69	0.00
3	3	0.10	0.07	15.30	13.57	0.00
3	7	0.00	0.16	14.49	23.47	0.99
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	2.08	15.09	15.14	0.23
0	0	0.00	0.36	20.74	10.80	0.01
0	4	0.00	0.19	16.74	17.51	0.00
1	1	0.55	11.65	9.25	5.65	1.75
1	5	0.10	0.20	15.66	20.68	0.00
2	2	0.00	0.12	15.22	16.08	0.00
2	6	0.00	0.17	13.72	14.77	0.05
3	3	0.21	2.22	15.19	16.96	0.00
3	7	0.12	1.75	14.23	18.63	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	3.02	21.21	22.95	0.06
0	0	0.00	0.35	32.45	14.01	0.00
0	4	0.00	0.16	20.87	20.23	0.00
1	1	0.57	12.01	12.98	13.55	0.45
1	5	0.48	10.94	13.95	20.10	0.00
2	2	0.00	0.15	20.80	31.95	0.00
2	6	0.00	0.19	22.50	30.66	0.05
3	3	0.00	0.17	24.65	28.07	0.00
3	7	0.00	0.19	21.46	25.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.23	3.18	23.42	22.41	0.03
0	0	0.27	0.46	34.00	9.25	0.21
0	4	0.00	0.24	24.12	22.89	0.00
1	1	1.31	18.94	9.98	4.04	0.00
1	5	0.17	4.83	24.54	18.57	0.00
2	2	0.12	0.23	23.01	36.98	0.00
2	6	0.00	0.23	23.69	29.86	0.00
3	3	0.00	0.24	24.24	29.35	0.00
3	7	0.00	0.24	23.74	28.31	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	3.33	20.53	23.99	0.01
0	0	0.00	0.54	31.67	16.40	0.00
0	4	0.00	0.26	22.14	26.79	0.00
1	1	0.94	17.75	9.04	5.24	0.00
1	5	0.45	7.22	16.85	19.90	0.00
2	2	0.13	0.21	22.40	24.74	0.00
2	6	0.00	0.27	22.05	37.60	0.06
3	3	0.00	0.21	20.66	26.17	0.00
3	7	0.00	0.18	19.46	35.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	3.36	21.11	23.29	0.15
0	0	0.00	0.43	31.36	18.91	1.23
0	4	0.10	0.21	21.41	28.41	0.00
1	1	0.19	9.19	16.93	17.42	0.00
1	5	0.26	2.66	21.64	21.21	0.00
2	2	0.23	4.24	20.01	30.23	0.00
2	6	0.15	2.81	19.96	26.16	0.00
3	3	0.41	7.27	17.82	22.59	0.00
3	7	0.00	0.10	20.08	21.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.20	1.93	25.47	24.65	0.01
0	0	0.13	0.57	39.99	11.80	0.11
0	4	0.01	0.32	26.21	25.75	0.00
1	1	0.19	1.64	26.03	23.09	0.00
1	5	0.41	3.39	19.67	19.45	0.00
2	2	0.69	6.87	21.12	15.70	0.00
2	6	0.19	2.11	23.04	17.82	0.00
3	3	0.00	0.32	24.28	33.46	0.00
3	7	0.00	0.21	23.11	49.86	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	3.39	21.80	22.49	0.00
0	0	0.00	0.43	32.88	24.33	0.00
0	4	0.00	0.16	22.12	23.82	0.00
1	1	0.50	12.48	12.37	10.77	0.00
