Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	0.01	1.62	1.12	0.00
0	0	0.00	0.00	2.38	2.20	0.00
0	4	0.00	0.00	1.22	1.19	0.00
1	1	0.00	0.01	1.30	0.39	0.00
1	5	0.00	0.00	2.13	1.45	0.00
2	2	0.78	0.00	0.20	0.00	0.00
2	6	0.37	0.03	2.46	1.34	0.00
3	3	0.09	0.02	2.49	1.79	0.00
3	7	0.00	0.00	0.78	0.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.60	0.65	0.00
0	0	0.00	0.00	0.95	0.68	0.00
0	4	0.00	0.00	0.63	0.59	0.00
1	1	0.00	0.06	0.70	0.50	0.00
1	5	0.00	0.00	0.00	0.59	0.00
2	2	0.00	0.00	1.07	0.78	0.00
2	6	0.00	0.00	0.36	0.89	0.00
3	3	0.00	0.00	0.39	0.79	0.00
3	7	0.00	0.00	0.70	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	0.34	0.84	0.00
0	0	0.00	0.00	0.13	0.62	0.00
0	4	0.00	0.12	0.19	0.21	0.00
1	1	0.00	0.01	0.66	1.57	0.00
1	5	0.00	0.00	0.36	0.90	0.00
2	2	0.00	0.00	0.50	0.91	0.00
2	6	0.00	0.00	0.21	0.90	0.00
3	3	0.00	0.00	0.28	0.91	0.00
3	7	0.00	0.00	0.43	0.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.54	1.40	0.00
0	0	0.00	0.00	0.10	0.99	0.00
0	4	0.00	0.00	0.56	1.10	0.00
1	1	0.00	0.01	1.32	0.98	0.00
1	5	0.00	0.00	0.32	1.38	0.00
2	2	0.00	0.00	1.05	2.07	0.00
2	6	0.00	0.00	0.41	1.48	0.00
3	3	0.00	0.00	0.29	2.03	0.00
3	7	0.00	0.00	0.24	1.17	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.01	0.60	0.77	0.11
0	0	0.63	0.00	0.34	1.29	0.00
0	4	0.00	0.00	0.36	0.80	0.00
1	1	0.00	0.02	0.93	0.00	0.00
1	5	0.00	0.02	0.24	0.80	0.91
2	2	0.00	0.00	0.55	0.90	0.00
2	6	0.00	0.00	0.27	0.99	0.00
3	3	0.00	0.04	1.10	0.04	0.00
3	7	0.09	0.01	1.00	1.37	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.61	0.88	0.00
0	0	0.00	0.00	0.36	0.98	0.00
0	4	0.00	0.00	0.24	1.19	0.00
1	1	0.00	0.00	1.14	0.61	0.00
1	5	0.00	0.00	0.79	0.79	0.00
2	2	0.00	0.00	0.37	1.09	0.00
2	6	0.00	0.00	0.36	0.80	0.00
3	3	0.00	0.03	1.20	0.85	0.00
3	7	0.00	0.00	0.39	0.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.38	0.73	0.00
0	0	0.00	0.00	0.22	0.50	0.00
0	4	0.00	0.00	0.20	0.70	0.00
1	1	0.00	0.00	0.19	0.89	0.00
1	5	0.00	0.00	0.27	0.90	0.00
2	2	0.00	0.00	0.42	0.89	0.00
2	6	0.00	0.00	0.32	0.80	0.00
3	3	0.00	0.00	0.87	0.42	0.00
3	7	0.00	0.00	0.54	0.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.43	0.92	0.00
0	0	0.00	0.00	0.18	0.70	0.00
0	4	0.00	0.00	0.36	1.01	0.00
1	1	0.00	0.00	0.44	0.80	0.00
1	5	0.00	0.00	0.22	0.90	0.00
2	2	0.00	0.00	0.75	0.91	0.00
2	6	0.00	0.00	0.27	0.99	0.00
3	3	0.00	0.04	0.88	1.29	0.00
3	7	0.00	0.00	0.35	0.71	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	0.31	0.83	0.00
0	0	0.00	0.00	0.27	0.89	0.00
0	4	0.00	0.00	0.15	0.79	0.00
1	1	0.00	0.49	0.03	0.09	0.00
1	5	0.00	0.00	0.00	0.50	0.00
2	2	0.00	0.00	0.83	0.79	0.00
2	6	0.00	0.00	0.35	0.89	0.00
3	3	0.00	0.01	0.61	1.58	0.00
3	7	0.00	0.00	0.28	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.67	1.35	0.00
0	0	0.00	0.00	0.23	0.40	0.00
0	4	0.00	0.00	0.28	1.10	0.00
1	1	0.00	0.00	0.55	1.89	0.00
1	5	0.00	0.00	0.63	1.79	0.00
2	2	0.00	0.00	1.14	0.90	0.00
2	6	0.00	0.01	1.08	1.19	0.00
3	3	0.00	0.00	0.88	1.88	0.00
3	7	0.00	0.00	0.55	1.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.52	0.93	0.00
0	0	0.00	0.00	0.91	0.99	0.00
0	4	0.00	0.00	0.27	0.89	0.00
1	1	0.00	0.00	0.34	0.99	0.00
1	5	0.00	0.00	0.22	1.19	0.00
2	2	0.00	0.00	0.46	0.80	0.00
2	6	0.00	0.00	0.95	0.69	0.00
3	3	0.00	0.02	0.80	0.69	0.00
3	7	0.00	0.02	0.19	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.61	1.17	0.00
0	0	0.00	0.00	0.44	1.49	0.00
0	4	0.00	0.00	0.23	0.49	0.00
1	1	0.00	0.02	0.59	0.69	0.00
1	5	0.00	0.00	0.37	1.89	0.00
2	2	0.00	0.00	1.32	0.90	0.00
2	6	0.00	0.00	0.44	0.99	0.00
3	3	0.00	0.02	1.19	1.29	0.00
3	7	0.00	0.00	0.28	1.58	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.52	1.30	0.00
0	0	0.00	0.00	0.43	1.18	0.00
0	4	0.00	0.00	0.13	0.49	0.00
1	1	0.00	0.00	0.96	1.31	0.00
1	5	0.00	0.00	0.46	1.69	0.00
2	2	0.00	0.00	0.80	1.50	0.00
2	6	0.00	0.00	0.23	1.10	0.00
3	3	0.00	0.01	0.79	1.61	0.00
3	7	0.00	0.00	0.37	1.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.32	0.83	0.00
0	0	0.00	0.02	0.19	0.69	0.00
0	4	0.00	0.00	0.28	0.90	0.00
1	1	0.00	0.00	0.35	0.80	0.00
1	5	0.00	0.00	0.33	1.00	0.00
2	2	0.00	0.02	0.18	0.91	0.00
2	6	0.00	0.00	0.18	1.00	0.00
3	3	0.00	0.06	0.72	0.93	0.00
3	7	0.00	0.00	0.33	0.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.13	0.53	0.70	0.00
0	0	0.00	0.00	0.36	1.09	0.00
0	4	0.00	0.00	0.36	0.89	0.00
1	1	0.01	0.99	0.22	0.08	0.04
1	5	0.00	0.01	0.80	0.79	0.00
2	2	0.00	0.00	0.37	1.09	0.00
2	6	0.00	0.00	0.36	0.89	0.00
3	3	0.00	0.02	1.12	0.07	0.00
3	7	0.00	0.00	0.67	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.66	1.35	0.00
0	0	0.00	0.00	0.85	0.89	0.00
0	4	0.00	0.02	0.38	0.99	0.00
1	1	0.00	0.00	1.02	0.79	0.00
1	5	0.00	0.00	0.65	1.71	0.00
2	2	0.00	0.00	1.21	2.98	0.00
2	6	0.00	0.00	0.23	1.18	0.00
3	3	0.00	0.01	0.70	0.98	0.00
3	7	0.00	0.00	0.28	1.27	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.04	0.55	4.09	0.00
0	0	0.00	0.01	0.30	0.20	0.00
0	4	0.00	0.00	0.48	0.99	0.00
1	1	0.00	0.00	0.39	0.49	0.00
1	5	0.00	0.00	0.88	0.79	0.00
2	2	0.00	0.04	0.37	0.47	0.00
2	6	0.00	0.00	0.10	0.99	0.00
3	3	0.02	0.28	1.78	27.83	0.00
3	7	0.00	0.00	0.13	0.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.65	1.16	0.00
0	0	0.00	0.00	0.37	1.09	0.00
0	4	0.00	0.00	0.35	0.98	0.00
1	1	0.00	0.00	0.50	0.72	0.00
1	5	0.00	0.00	0.49	1.59	0.00
2	2	0.00	0.02	0.65	2.48	0.00
2	6	0.00	0.00	0.36	1.09	0.00
3	3	0.00	0.00	1.44	0.56	0.00
3	7	0.00	0.01	1.07	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.46	0.89	0.00
0	0	0.00	0.00	0.61	0.89	0.00
0	4	0.00	0.00	0.13	0.79	0.00
1	1	0.00	0.00	0.29	1.09	0.00
1	5	0.00	0.00	0.47	0.99	0.00
2	2	0.00	0.00	0.53	0.79	0.00
2	6	0.00	0.00	0.82	0.79	0.00
3	3	0.00	0.03	0.48	1.09	0.00
3	7	0.00	0.00	0.37	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.46	0.90	0.00
0	0	0.00	0.00	0.18	0.40	0.00
0	4	0.00	0.00	0.29	0.88	0.00
1	1	0.00	0.00	0.36	0.88	0.00
1	5	0.00	0.00	0.42	0.99	0.00
2	2	0.00	0.02	0.41	1.09	0.00
2	6	0.00	0.00	0.39	0.89	0.00
3	3	0.00	0.02	1.05	1.31	0.00
3	7	0.00	0.00	0.62	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	0.62	0.59	0.00
0	0	0.00	0.00	0.87	0.49	0.00
0	4	0.00	0.00	0.36	0.59	0.00
1	1	0.00	0.39	0.21	0.00	0.00
1	5	0.00	0.02	0.60	0.29	0.00
2	2	0.00	0.00	0.66	0.79	0.00
2	6	0.00	0.00	0.27	1.19	0.00
3	3	0.00	0.05	1.14	1.00	0.00
3	7	0.00	0.01	0.88	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.55	0.86	0.00
0	0	0.00	0.00	0.37	0.60	0.00
0	4	0.00	0.00	0.36	0.70	0.00
1	1	0.00	0.00	0.84	0.79	0.00
1	5	0.00	0.00	0.54	0.61	0.00
2	2	0.00	0.02	0.60	0.49	0.00
2	6	0.00	0.00	0.60	0.60	0.00
3	3	0.00	0.05	0.60	1.80	0.00
3	7	0.00	0.00	0.47	1.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.46	1.11	0.00
0	0	0.00	0.02	0.25	0.30	0.00
0	4	0.00	0.00	0.10	0.79	0.00
1	1	0.00	0.01	0.50	2.21	0.00
1	5	0.00	0.00	0.42	1.53	0.00
2	2	0.00	0.00	0.92	0.92	0.00
2	6	0.00	0.00	0.29	0.99	0.00
3	3	0.00	0.06	0.71	1.46	0.00
3	7	0.00	0.00	0.44	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.85	1.04	0.00
0	0	0.00	0.00	0.28	1.19	0.00
0	4	0.00	0.00	0.56	0.99	0.00
1	1	0.00	0.00	1.18	0.99	0.00
1	5	0.00	0.01	0.99	1.18	0.00
2	2	0.00	0.01	0.85	1.58	0.00
2	6	0.00	0.00	0.74	1.19	0.00
3	3	0.00	0.02	1.33	0.79	0.00
3	7	0.00	0.01	0.89	0.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.46	1.04	0.00
0	0	0.00	0.00	0.45	0.79	0.00
0	4	0.00	0.00	0.40	1.30	0.00
1	1	0.00	0.00	0.19	1.09	0.00
1	5	0.00	0.00	0.38	1.10	0.00
2	2	0.00	0.00	0.78	0.80	0.00
2	6	0.00	0.00	0.40	1.27	0.00
3	3	0.00	0.04	0.81	0.89	0.00
3	7	0.00	0.00	0.28	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.58	0.87	0.00
0	0	0.00	0.00	0.52	0.00	0.00
0	4	0.00	0.00	0.10	1.19	0.00
1	1	0.00	0.00	0.87	1.00	0.00
1	5	0.00	0.01	0.96	1.09	0.00
2	2	0.00	0.00	0.61	1.00	0.00
2	6	0.00	0.00	0.19	1.28	0.00
3	3	0.00	0.01	0.98	0.49	0.00
3	7	0.00	0.00	0.45	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.50	1.28	0.00
0	0	0.00	0.00	0.68	0.98	0.00
0	4	0.00	0.00	0.63	2.09	0.00
1	1	0.00	0.00	0.63	1.20	0.00
1	5	0.00	0.00	0.51	1.40	0.00
2	2	0.00	0.02	0.46	1.00	0.00
2	6	0.00	0.00	0.27	1.20	0.00
3	3	0.00	0.00	0.59	0.99	0.00
3	7	0.00	0.00	0.22	1.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.41	0.76	0.00
0	0	0.00	0.00	0.26	1.09	0.00
0	4	0.00	0.00	0.53	0.41	0.00
1	1	0.00	0.02	0.21	0.41	0.00
1	5	0.00	0.00	0.18	0.31	0.00
2	2	0.00	0.01	0.87	1.01	0.00
2	6	0.00	0.00	0.44	0.71	0.00
3	3	0.00	0.05	0.57	1.11	0.00
3	7	0.00	0.00	0.18	1.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	0.67	0.89	0.00
0	0	0.00	0.50	0.15	0.22	0.00
0	4	0.00	0.00	0.61	0.58	0.00
1	1	0.00	0.00	0.87	0.49	0.00
1	5	0.00	0.00	0.28	1.08	0.00
2	2	0.00	0.00	0.54	0.89	0.00
2	6	0.00	0.00	0.52	1.58	0.00
3	3	0.00	0.02	1.47	0.78	0.00
3	7	0.00	0.00	0.91	1.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.59	0.85	0.00
0	0	0.00	0.00	0.69	0.20	0.00
0	4	0.00	0.00	0.38	0.89	0.00
1	1	0.00	0.00	0.65	0.88	0.00
1	5	0.00	0.00	0.63	0.79	0.00
2	2	0.00	0.00	0.29	1.09	0.00
2	6	0.00	0.00	0.78	0.88	0.00
3	3	0.00	0.01	0.97	1.00	0.00
3	7	0.00	0.00	0.33	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.46	1.09	0.00
0	0	0.00	0.00	0.47	0.49	0.00
0	4	0.00	0.00	0.34	0.80	0.00
1	1	0.00	0.00	0.50	1.69	0.00
1	5	0.00	0.00	0.19	1.09	0.00
2	2	0.00	0.00	0.56	1.40	0.00
2	6	0.00	0.00	0.54	0.80	0.00
3	3	0.00	0.01	0.93	1.29	0.00
3	7	0.00	0.00	0.18	1.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.56	1.59	0.00
0	0	0.00	0.00	0.31	1.49	0.00
0	4	0.00	0.00	0.00	0.50	0.00
1	1	0.00	0.00	0.46	1.88	0.00
1	5	0.00	0.00	0.53	1.78	0.00
2	2	0.00	0.00	1.02	1.89	0.00
2	6	0.00	0.00	0.47	1.99	0.00
3	3	0.00	0.01	1.15	1.73	0.00
3	7	0.00	0.00	0.53	1.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.74	0.74	0.00
0	0	0.00	0.00	0.66	0.99	0.00
0	4	0.00	0.00	0.36	0.98	0.00
1	1	0.00	0.00	1.02	0.49	0.00
1	5	0.00	0.02	0.99	0.39	0.00
2	2	0.00	0.00	1.24	0.69	0.00
2	6	0.00	0.00	0.46	1.09	0.00
3	3	0.00	0.03	0.61	0.56	0.00
3	7	0.00	0.00	0.58	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.42	0.90	0.00
0	0	0.00	0.00	0.38	0.79	0.00
0	4	0.00	0.00	0.30	0.60	0.00
1	1	0.00	0.00	0.10	0.40	0.00
1	5	0.00	0.00	0.40	1.10	0.00
2	2	0.00	0.00	0.52	1.50	0.00
2	6	0.00	0.00	0.40	1.30	0.00
3	3	0.00	0.01	0.97	0.70	0.00
3	7	0.00	0.00	0.27	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.04	0.34	0.79	0.00
0	0	0.00	0.32	0.00	0.15	0.00
0	4	0.00	0.00	0.19	0.99	0.00
1	1	0.00	0.00	0.36	0.79	0.00
1	5	0.00	0.00	0.32	1.09	0.00
2	2	0.00	0.02	0.27	0.89	0.00
2	6	0.00	0.00	0.37	0.90	0.00
3	3	0.00	0.01	0.88	0.72	0.00
3	7	0.00	0.00	0.33	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.46	0.87	0.00
0	0	0.00	0.00	0.57	0.39	0.00
0	4	0.00	0.00	0.84	0.50	0.00
1	1	0.00	0.00	0.22	0.89	0.00
1	5	0.00	0.00	0.20	1.09	0.00
2	2	0.00	0.03	0.79	0.89	0.00
2	6	0.00	0.00	0.36	0.89	0.00
3	3	0.00	0.00	0.53	1.45	0.00
3	7	0.00	0.00	0.20	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.36	0.99	0.00
0	0	0.00	0.00	0.23	0.49	0.00
0	4	0.00	0.00	0.31	0.60	0.00
1	1	0.00	0.00	0.10	0.99	0.00
1	5	0.00	0.00	0.34	1.09	0.00
2	2	0.00	0.00	0.55	0.69	0.00
2	6	0.00	0.00	0.29	1.48	0.00
3	3	0.00	0.00	0.63	1.88	0.00
3	7	0.00	0.00	0.45	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.44	0.75	0.00
0	0	0.00	0.00	0.10	0.40	0.00
0	4	0.00	0.00	0.87	0.79	0.00
1	1	0.00	0.00	0.45	0.98	0.00
1	5	0.00	0.00	0.24	1.08	0.00
2	2	0.00	0.00	0.60	0.59	0.00
2	6	0.00	0.00	0.57	0.69	0.00
3	3	0.00	0.02	0.66	0.83	0.00
3	7	0.00	0.00	0.04	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	0.59	4.52	0.00
0	0	0.00	0.00	0.27	0.69	0.00
0	4	0.00	0.00	0.35	0.70	0.00
1	1	0.00	0.00	0.73	1.20	0.00
1	5	0.00	0.00	0.31	2.36	0.00
2	2	0.00	0.00	0.45	0.99	0.00
2	6	0.00	0.00	0.45	1.00	0.00
3	3	0.01	0.18	1.98	28.32	0.00
3	7	0.00	0.00	0.20	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.62	0.84	0.00
0	0	0.00	0.00	0.63	0.00	0.00
0	4	0.00	0.01	0.68	0.59	0.00
1	1	0.00	0.05	1.02	0.79	0.00
1	5	0.00	0.00	0.39	1.39	0.00
2	2	0.00	0.00	0.80	1.09	0.00
