Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.04	10.08	3.44	0.00
0	0	0.10	0.22	65.55	21.11	0.00
0	4	0.00	0.00	1.12	0.91	0.00
1	1	0.00	0.00	2.21	1.03	0.00
1	5	0.00	0.03	1.82	0.58	0.00
2	2	0.05	0.03	2.85	0.72	0.00
2	6	0.00	0.02	2.15	0.49	0.00
3	3	0.00	0.01	3.45	1.83	0.00
3	7	0.00	0.00	1.56	0.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.52	3.52	0.00
0	0	0.12	0.10	64.74	22.04	0.00
0	4	0.00	0.02	0.38	0.89	0.00
1	1	0.00	0.00	0.48	0.70	0.00
1	5	0.00	0.00	0.56	0.60	0.00
2	2	0.00	0.00	0.54	1.00	0.00
2	6	0.00	0.00	0.88	1.30	0.00
3	3	0.00	0.00	0.19	0.91	0.00
3	7	0.00	0.00	0.38	0.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.14	8.54	7.07	0.00
0	0	0.09	0.99	64.60	21.66	0.00
0	4	0.00	0.00	0.53	0.00	0.00
1	1	0.00	0.00	0.14	0.99	0.00
1	5	0.00	0.00	0.20	1.28	0.00
2	2	0.00	0.00	0.40	0.99	0.00
2	6	0.00	0.02	0.60	0.95	0.00
3	3	0.01	0.12	1.69	29.28	0.00
3	7	0.00	0.00	0.20	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	8.57	3.31	0.00
0	0	0.12	0.02	64.82	22.10	0.00
0	4	0.00	0.00	0.62	0.91	0.00
1	1	0.00	0.02	0.39	0.31	0.00
1	5	0.00	0.00	0.10	0.79	0.00
2	2	0.00	0.00	0.72	0.90	0.00
2	6	0.00	0.02	0.76	0.50	0.00
3	3	0.00	0.00	0.84	0.49	0.00
3	7	0.00	0.00	0.31	0.51	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.31	3.29	0.42
0	0	0.10	0.48	62.62	20.83	3.28
0	4	0.00	0.00	0.27	0.80	0.00
1	1	0.00	0.00	0.25	0.79	0.00
1	5	0.00	0.00	0.23	0.71	0.00
2	2	0.00	0.01	0.86	0.91	0.09
2	6	0.00	0.01	1.51	0.10	0.00
3	3	0.00	0.00	0.28	0.98	0.00
3	7	0.00	0.00	0.49	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.60	3.50	0.03
0	0	0.12	0.12	65.19	21.59	0.00
0	4	0.00	0.00	0.57	0.31	0.21
1	1	0.00	0.00	0.27	0.89	0.00
1	5	0.00	0.00	0.26	0.89	0.00
2	2	0.00	0.00	0.87	1.77	0.00
2	6	0.00	0.04	1.01	0.49	0.00
3	3	0.00	0.00	0.40	1.09	0.00
3	7	0.00	0.00	0.19	0.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.06	8.76	3.89	0.00
0	0	0.09	0.46	64.96	21.41	0.00
0	4	0.00	0.02	1.68	0.19	0.00
1	1	0.00	0.00	0.19	1.77	0.00
1	5	0.00	0.00	0.85	1.38	0.00
2	2	0.17	0.00	0.77	1.40	0.00
2	6	0.00	0.00	0.88	1.87	0.00
3	3	0.00	0.00	0.42	1.39	0.00
3	7	0.00	0.03	0.31	1.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.50	3.33	0.00
0	0	0.12	0.09	64.83	22.01	0.00
0	4	0.00	0.00	0.82	0.11	0.00
1	1	0.00	0.01	0.29	0.60	0.00
1	5	0.00	0.00	0.40	0.00	0.00
2	2	0.00	0.00	0.28	0.89	0.00
2	6	0.00	0.02	0.76	1.37	0.00
3	3	0.00	0.00	0.15	0.99	0.00
3	7	0.00	0.03	0.45	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.60	3.33	0.12
0	0	0.10	0.34	64.84	21.52	0.00
0	4	0.00	0.00	0.96	0.79	0.00
1	1	0.00	0.00	0.15	0.80	0.00
1	5	0.00	0.00	0.89	0.40	0.00
2	2	0.00	0.01	0.81	0.30	1.00
2	6	0.00	0.00	0.51	1.17	0.00
3	3	0.00	0.00	0.28	0.89	0.00
3	7	0.00	0.00	0.35	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.36	3.19	0.28
0	0	0.10	0.40	62.30	21.20	0.00
0	4	0.00	0.00	0.97	0.10	0.00
1	1	0.00	0.00	0.26	0.89	0.00
1	5	0.00	0.00	0.25	0.89	0.00
2	2	0.00	0.04	1.08	0.50	2.22
2	6	0.00	0.00	1.21	0.30	0.00
3	3	0.00	0.00	0.39	0.89	0.00
3	7	0.00	0.00	0.38	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.52	3.52	1.11
0	0	0.12	0.25	65.19	21.45	0.00
0	4	0.00	0.00	0.60	0.00	8.89
1	1	0.00	0.00	0.29	0.99	0.00
1	5	0.00	0.00	0.27	0.99	0.00
2	2	0.00	0.00	0.25	1.19	0.00
2	6	0.00	0.00	0.75	1.48	0.00
3	3	0.00	0.02	0.39	1.00	0.00
3	7	0.00	0.00	0.38	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.03	8.41	3.46	0.00
0	0	0.11	0.22	64.16	21.76	0.00
0	4	0.00	0.00	0.82	0.00	0.00
1	1	0.00	0.01	0.20	1.01	0.00
1	5	0.10	0.00	0.11	0.84	0.00
2	2	0.00	0.01	0.28	1.09	0.00
2	6	0.00	0.00	1.32	0.70	0.00
3	3	0.00	0.00	0.15	0.79	0.00
3	7	0.00	0.00	0.27	1.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.09	8.93	3.25	0.00
0	0	0.09	0.66	65.68	20.15	0.00
0	4	0.00	0.01	1.05	0.19	0.01
1	1	0.00	0.00	0.62	1.38	0.00
1	5	0.00	0.00	0.53	0.21	0.00
2	2	0.00	0.02	0.52	1.40	0.00
2	6	0.00	0.01	1.05	0.10	0.00
3	3	0.00	0.00	0.64	0.11	0.00
3	7	0.00	0.02	1.34	2.45	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.09	8.64	3.57	0.00
0	0	0.10	0.68	65.47	21.02	0.00
0	4	0.00	0.00	0.99	0.00	0.00
1	1	0.05	0.01	0.35	1.65	0.00
