Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	0.01	1.92	1.99	0.00
0	0	0.00	0.00	2.65	3.59	0.00
0	4	0.00	0.04	1.09	0.89	0.00
1	1	0.00	0.08	2.81	3.05	0.00
1	5	0.59	0.00	1.30	0.78	0.00
2	2	0.47	0.00	2.53	3.00	0.00
2	6	0.06	0.00	1.19	0.50	0.00
3	3	0.15	0.00	3.17	3.30	0.00
3	7	0.12	0.00	0.66	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	2.54	18.89	12.89	0.38
0	0	0.01	0.27	17.03	13.97	1.21
0	4	0.23	3.14	17.74	10.65	0.00
1	1	0.00	0.57	15.46	16.83	1.80
1	5	0.01	0.40	25.61	16.03	0.00
2	2	0.50	12.79	17.72	2.14	0.00
2	6	0.17	2.14	22.97	11.13	0.00
3	3	0.35	0.96	20.72	15.37	0.00
3	7	0.00	0.07	14.06	17.15	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	3.30	20.52	22.71	0.05
0	0	0.00	0.49	31.12	17.24	0.00
0	4	0.00	0.11	21.91	21.76	0.00
1	1	0.00	0.13	21.32	22.70	0.00
1	5	0.00	0.14	19.94	44.27	0.00
2	2	0.54	9.22	14.56	14.43	0.41
2	6	0.58	16.04	9.85	9.30	0.00
3	3	0.00	0.12	23.03	28.37	0.00
3	7	0.00	0.15	22.13	23.35	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	2.95	15.97	15.41	0.08
0	0	0.05	1.59	22.83	9.56	0.00
0	4	0.00	0.11	17.62	16.44	0.00
1	1	0.46	14.61	9.90	8.67	0.00
1	5	0.00	0.24	18.34	19.17	0.00
2	2	0.00	0.15	15.81	19.36	0.00
2	6	0.07	6.62	12.63	13.59	0.61
3	3	0.00	0.13	15.27	19.15	0.00
3	7	0.00	0.13	15.38	17.35	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.20	2.25	15.09	14.81	0.43
0	0	0.00	0.44	22.46	19.78	0.00
0	4	0.03	0.12	15.60	16.90	3.43
1	1	0.79	0.11	15.71	20.32	0.00
1	5	0.00	0.08	18.48	17.29	0.00
2	2	0.55	12.84	7.76	7.63	0.00
2	6	0.10	3.52	13.64	11.87	0.00
3	3	0.06	0.13	13.71	12.08	0.00
3	7	0.06	0.80	13.46	12.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	3.26	22.57	21.29	0.15
0	0	0.01	1.89	31.84	13.84	0.00
0	4	0.01	2.19	25.02	19.15	0.00
1	1	0.01	1.34	23.32	25.34	0.00
1	5	0.53	17.33	9.87	6.58	0.51
2	2	0.00	0.24	23.76	25.75	0.00
2	6	0.00	0.23	23.32	26.34	0.08
3	3	0.00	0.19	22.30	34.07	0.00
3	7	0.09	2.66	21.09	19.21	0.63
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.15	3.06	23.29	21.03	0.07
0	0	0.10	0.71	34.74	21.66	0.00
0	4	0.00	0.28	24.53	17.56	0.00
1	1	0.42	12.90	13.36	6.45	0.54
1	5	0.23	1.86	26.22	23.87	0.00
2	2	0.13	1.36	21.95	23.93	0.00
2	6	0.31	6.76	21.08	20.47	0.00
3	3	0.00	0.26	22.17	30.68	0.00
3	7	0.00	0.33	22.18	23.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	3.52	20.68	22.93	0.01
0	0	0.00	0.63	31.48	13.78	0.01
0	4	0.00	0.14	20.52	22.23	0.00
1	1	0.03	1.21	21.71	27.01	0.00
1	5	0.30	13.29	13.80	11.37	0.00
2	2	0.27	6.47	17.61	16.14	0.05
2	6	0.00	0.27	21.54	30.75	0.00
3	3	0.18	5.94	18.29	26.42	0.00
3	7	0.00	0.19	20.46	35.73	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	2.74	18.78	16.44	0.10
0	0	0.00	1.63	24.24	6.94	0.11
0	4	0.00	0.65	17.98	15.73	0.00
1	1	0.08	2.86	20.93	18.18	0.63
1	5	1.08	9.34	13.74	8.91	0.00
2	2	0.00	3.89	17.15	14.48	0.00
2	6	0.05	1.17	20.11	19.65	0.07
3	3	0.29	2.20	17.90	29.00	0.00
3	7	0.00	0.15	18.20	18.65	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.51	1.83	26.37	25.21	0.01
0	0	0.01	0.43	41.10	16.18	0.00
0	4	0.10	0.19	28.73	30.96	0.00
1	1	1.08	5.71	21.32	19.49	0.00
1	5	0.00	0.32	28.80	33.81	0.00
2	2	0.93	3.24	21.46	22.23	0.00
2	6	1.91	4.33	16.37	14.37	0.06
3	3	0.00	0.14	27.83	32.74	0.00
3	7	0.02	0.25	25.37	31.92	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.43	3.68	21.32	23.69	0.00
0	0	0.00	0.54	32.01	11.84	0.00
0	4	0.00	0.07	22.33	22.74	0.00
1	1	2.97	25.36	4.00	1.92	0.00
1	5	0.22	2.89	22.98	22.76	0.00
2	2	0.02	0.17	24.49	38.71	0.00
2	6	0.00	0.14	21.57	36.45	0.00
3	3	0.14	0.10	20.78	16.88	0.00
3	7	0.06	0.19	22.42	38.25	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	3.27	21.68	25.44	0.18
0	0	0.00	0.54	35.60	35.81	0.00
0	4	0.00	0.22	22.44	23.51	1.41
1	1	0.69	18.10	11.83	8.25	0.00
1	5	0.42	6.47	17.50	19.74	0.00
2	2	0.00	0.18	20.84	27.29	0.00
2	6	0.00	0.21	22.93	27.91	0.00
3	3	0.00	0.25	21.69	28.24	0.00
3	7	0.00	0.21	20.58	32.75	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.24	3.33	21.25	22.26	0.02
0	0	0.01	0.42	29.53	11.31	0.00
0	4	0.00	0.10	22.16	21.85	0.00
1	1	0.75	16.82	12.14	8.25	0.00
1	5	0.35	8.79	17.99	16.18	0.10
2	2	0.01	0.10	20.99	31.10	0.00
2	6	0.00	0.17	22.94	31.11	0.03
3	3	0.00	0.14	23.10	18.45	0.00
3	7	0.79	0.12	21.26	39.91	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.20	3.24	22.60	22.03	0.01
0	0	0.01	1.44	31.63	13.27	0.00
0	4	0.00	0.20	21.43	18.99	0.00
1	1	0.00	0.20	22.27	22.17	0.00
1	5	0.34	7.14	19.28	25.50	0.00
2	2	0.69	11.50	17.61	13.53	0.00
2	6	0.27	4.89	20.88	17.37	0.06
3	3	0.00	0.30	25.81	32.76	0.00
3	7	0.28	0.23	21.75	32.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.20	1.75	27.09	25.32	0.01
0	0	0.01	1.03	39.76	18.95	0.00
0	4	0.01	0.15	28.90	24.13	0.00
1	1	0.09	1.02	24.97	26.65	0.00
1	5	0.23	2.30	26.32	23.89	0.00
2	2	0.43	3.67	24.21	26.42	0.00
2	6	0.22	3.02	23.22	21.33	0.11
3	3	0.47	2.52	23.45	23.73	0.00
3	7	0.10	0.28	25.92	37.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	3.52	22.20	22.39	0.03
0	0	0.01	0.54	31.93	9.24	0.02
0	4	0.00	0.12	22.45	19.95	0.00
1	1	0.35	8.79	19.68	18.24	0.00
1	5	0.62	17.98	12.14	7.32	0.18
2	2	0.00	0.18	24.70	25.15	0.00
2	6	0.00	0.26	22.32	28.12	0.00
3	3	0.01	0.16	23.52	27.55	0.00
3	7	0.00	0.16	20.99	43.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	3.20	20.17	22.16	0.23
0	0	0.01	0.63	31.71	12.60	1.28
0	4	0.00	0.11	22.47	23.03	0.00
1	1	0.00	0.52	22.16	31.45	0.00
1	5	0.37	12.17	14.08	14.16	0.00
2	2	0.06	1.45	18.06	21.27	0.00
2	6	0.00	0.17	19.30	26.18	0.00
3	3	0.00	0.80	18.84	24.61	0.56
3	7	0.40	9.77	14.70	23.92	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.18	3.47	21.11	22.90	0.40
0	0	0.01	0.45	30.53	11.76	1.20
0	4	0.10	0.19	21.68	19.87	1.43
1	1	0.00	0.29	22.51	38.95	0.00
1	5	0.01	0.24	19.92	26.59	0.00
2	2	0.72	14.21	13.20	10.93	0.00
2	6	0.58	11.22	15.68	13.94	0.56
