Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.18	0.21	1.59	1.43	0.00
0	0	0.00	0.00	3.05	2.60	0.00
0	4	0.00	0.00	0.98	0.79	0.00
1	1	0.77	0.10	0.00	0.10	0.00
1	5	0.00	1.41	1.87	1.41	0.00
2	2	0.00	0.05	1.12	0.41	0.00
2	6	0.64	0.01	2.28	1.80	0.00
3	3	0.03	0.10	1.00	0.79	0.00
3	7	0.00	0.01	2.41	3.53	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	2.06	15.18	8.40	0.00
0	0	0.01	0.34	22.44	4.02	0.00
0	4	0.00	0.82	20.40	8.80	0.00
1	1	0.15	3.71	13.36	9.41	0.00
1	5	0.00	0.15	8.77	10.79	0.00
2	2	0.10	1.01	18.70	11.64	0.03
2	6	0.12	4.50	6.29	5.93	0.00
3	3	0.22	5.19	13.36	6.31	0.00
3	7	0.01	0.73	18.06	10.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	2.55	12.60	12.98	0.00
0	0	0.00	0.28	19.79	6.65	0.02
0	4	0.00	0.09	14.46	22.18	0.00
1	1	0.00	0.07	12.50	15.57	0.00
1	5	0.00	0.03	13.42	12.98	0.00
2	2	0.00	0.12	12.81	18.23	0.00
2	6	0.59	19.72	2.49	0.00	0.00
3	3	0.00	0.08	13.35	16.79	0.00
3	7	0.00	0.04	11.97	11.44	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	2.72	12.97	14.44	0.01
0	0	0.01	0.43	19.28	12.70	0.10
0	4	0.00	0.18	13.67	16.61	0.00
1	1	0.00	0.18	12.32	18.36	0.00
1	5	0.00	0.19	12.97	19.87	0.00
2	2	0.59	13.53	6.18	3.58	0.00
2	6	0.21	6.89	13.71	11.27	0.00
3	3	0.00	0.15	13.50	16.88	0.00
3	7	0.00	0.21	12.25	16.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	3.17	13.47	12.48	0.41
0	0	0.09	0.26	18.02	5.76	0.00
0	4	0.00	0.14	13.71	10.39	3.24
1	1	0.00	0.57	14.99	15.98	0.00
1	5	0.00	0.11	14.50	12.38	0.00
2	2	0.00	0.20	17.37	30.86	0.00
2	6	0.84	23.84	2.61	0.00	0.00
3	3	0.00	0.09	13.51	13.31	0.00
3	7	0.00	0.15	12.96	11.04	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	3.19	20.32	21.38	0.00
0	0	0.01	0.47	31.33	7.20	0.01
0	4	0.01	0.19	22.65	20.12	0.00
1	1	0.01	0.11	20.19	26.83	0.00
1	5	0.00	0.13	20.31	24.98	0.00
2	2	0.53	8.76	14.89	27.87	0.00
2	6	0.68	15.62	12.25	14.63	0.00
3	3	0.00	0.13	19.13	20.21	0.00
3	7	0.00	0.15	21.83	29.21	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.23	3.99	21.84	20.63	0.46
0	0	0.01	0.46	30.85	8.92	3.66
0	4	0.00	0.25	22.68	21.65	0.00
1	1	0.38	3.29	19.31	28.02	0.00
1	5	0.00	0.19	23.46	35.41	0.00
2	2	0.46	8.95	17.84	24.12	0.00
2	6	0.25	15.22	15.71	10.06	0.00
3	3	0.70	2.49	23.05	20.84	0.00
3	7	0.01	1.04	21.84	15.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	3.19	22.28	22.57	0.00
0	0	0.01	0.64	31.92	17.84	0.00
0	4	0.13	0.23	22.86	23.27	0.00
1	1	0.53	13.11	13.81	10.72	0.00
1	5	0.29	7.70	20.03	24.63	0.00
2	2	0.02	0.27	23.79	36.62	0.00
2	6	0.21	3.00	18.87	23.83	0.00
3	3	0.00	0.27	23.66	22.78	0.00
3	7	0.12	0.33	23.29	20.86	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	3.51	22.18	23.40	0.07
0	0	0.14	0.61	32.11	12.31	0.00
0	4	0.00	0.21	23.20	28.68	0.00
1	1	0.00	0.24	22.68	42.61	0.00
1	5	0.00	0.21	22.06	22.36	0.00
2	2	0.39	16.35	14.12	8.66	0.53
2	6	0.29	10.04	19.61	18.03	0.00
3	3	0.00	0.22	21.74	26.79	0.00
3	7	0.00	0.16	21.94	27.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	2.81	16.21	15.16	0.31
0	0	0.01	0.43	23.65	9.65	1.21
0	4	0.00	0.20	18.18	10.73	0.04
1	1	0.09	5.66	14.93	14.22	0.00
1	5	0.25	4.22	14.78	13.68	1.21
2	2	0.08	3.36	14.40	18.89	0.00
2	6	0.21	7.20	12.73	11.85	0.00
3	3	0.00	0.13	16.12	18.68	0.00
3	7	0.10	1.28	14.93	23.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	3.21	21.26	22.96	0.02
0	0	0.00	0.32	29.82	10.17	0.17
0	4	0.00	0.21	21.13	20.39	0.00
1	1	0.54	16.46	12.26	7.99	0.00
1	5	0.39	7.95	17.55	14.01	0.00
2	2	0.00	0.24	23.14	27.86	0.00
2	6	0.00	0.18	22.31	47.11	0.03
3	3	0.00	0.19	23.11	26.98	0.00
3	7	0.20	0.13	20.71	29.12	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.23	3.24	21.84	22.49	0.00
0	0	0.02	0.56	30.99	14.84	0.00
0	4	0.00	0.23	21.08	20.53	0.00
1	1	0.06	1.38	24.60	30.00	0.00
1	5	0.35	8.39	18.44	17.74	0.00
2	2	1.01	3.90	19.83	29.18	0.00
2	6	0.36	11.19	16.45	18.14	0.00
3	3	0.01	0.19	20.60	24.14	0.00
3	7	0.00	0.15	22.98	25.54	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	3.12	24.02	23.03	0.00
0	0	0.01	0.59	33.56	29.79	0.00
0	4	0.00	0.21	24.60	20.50	0.00
1	1	0.11	2.63	24.79	25.04	0.00
1	5	0.01	1.93	23.54	23.61	0.00
2	2	0.38	4.14	20.79	19.35	0.00
2	6	0.10	3.54	22.68	22.25	0.00
3	3	0.29	5.43	21.24	23.40	0.00
3	7	0.43	6.54	21.17	20.53	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	3.61	21.17	23.37	0.31
0	0	0.01	0.51	31.00	8.57	2.45
0	4	0.00	0.13	21.31	37.23	0.00
1	1	0.00	0.92	24.26	26.74	0.00
1	5	0.32	8.83	15.32	22.69	0.01
2	2	0.00	0.18	22.11	25.37	0.00
2	6	0.00	0.15	20.68	36.30	0.00
3	3	0.23	6.35	18.35	17.81	0.00
3	7	0.35	11.76	15.88	11.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.20	2.07	25.49	23.32	0.02
0	0	0.01	0.63	37.02	12.70	0.03
0	4	0.00	0.35	26.00	24.66	0.03
1	1	0.27	2.43	24.69	31.94	0.00
1	5	1.06	12.26	12.65	3.96	0.00
2	2	0.01	0.19	25.98	29.17	0.00
2	6	0.24	0.36	25.91	28.54	0.07
3	3	0.00	0.20	25.48	32.50	0.00
3	7	0.01	0.12	26.21	23.11	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	3.51	21.42	23.90	0.00
0	0	0.01	0.45	31.32	15.64	0.00
0	4	0.00	0.17	20.87	31.04	0.00
1	1	0.02	0.41	20.96	38.92	0.00
1	5	0.00	0.17	23.52	30.88	0.00
2	2	0.18	4.23	21.53	21.02	0.00
2	6	1.05	22.31	11.60	5.13	0.00
3	3	0.00	0.18	20.75	28.17	0.00
3	7	0.00	0.17	20.77	20.41	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	3.44	21.79	23.20	0.01
