Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.04	2.38	9.33	0.00
0	0	0.00	0.06	2.73	2.59	0.00
0	4	0.04	0.05	1.74	1.17	0.00
1	1	0.14	0.00	1.50	1.98	0.00
1	5	0.00	0.08	1.60	0.70	0.00
2	2	0.00	0.06	1.47	1.29	0.00
2	6	0.00	0.00	3.81	59.20	0.00
3	3	0.00	0.02	2.82	2.12	0.00
3	7	0.00	0.03	3.32	5.55	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	1.62	2.46	0.00
0	0	0.00	0.05	3.27	3.51	0.00
0	4	0.00	0.09	0.77	0.08	0.00
1	1	0.00	0.02	0.43	0.79	0.00
1	5	0.00	0.01	0.92	0.89	0.00
2	2	0.00	0.00	1.37	0.79	0.00
2	6	0.03	0.05	3.05	2.49	0.00
3	3	0.00	0.00	0.57	1.09	0.00
3	7	0.00	0.00	2.57	10.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	0.01	0.87	1.26	0.00
0	0	0.30	0.02	1.81	2.72	0.00
0	4	0.00	0.02	0.55	0.50	0.00
1	1	0.00	0.00	0.13	0.50	0.00
1	5	0.21	0.03	1.52	1.00	0.00
2	2	0.00	0.02	0.87	1.41	0.00
2	6	0.00	0.00	0.59	0.09	0.00
3	3	0.00	0.00	0.19	1.19	0.00
3	7	0.00	0.00	1.33	2.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.67	0.95	0.00
0	0	0.00	0.00	0.42	1.40	0.00
0	4	0.00	0.00	1.26	1.11	0.00
1	1	0.00	0.02	0.84	0.00	0.00
1	5	0.00	0.00	0.75	0.80	0.00
2	2	0.00	0.00	0.40	1.50	0.00
2	6	0.00	0.00	0.77	0.70	0.00
3	3	0.00	0.00	0.37	0.89	0.00
3	7	0.00	0.00	0.53	1.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.04	0.53	4.22	0.00
0	0	0.00	0.00	0.19	1.20	0.00
0	4	0.00	0.04	0.47	1.47	0.00
1	1	0.01	0.24	0.85	24.95	0.00
1	5	0.00	0.00	0.38	1.30	0.00
2	2	0.00	0.00	0.66	0.69	0.00
2	6	0.00	0.00	0.74	1.10	0.00
3	3	0.00	0.01	0.37	1.60	0.00
3	7	0.00	0.00	0.56	1.47	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.95	1.98	0.42
0	0	0.00	0.01	0.31	3.41	0.00
0	4	0.00	0.01	3.04	1.38	0.00
1	1	0.00	0.00	0.90	3.17	0.00
1	5	0.00	0.01	1.83	1.63	0.93
2	2	0.03	0.01	0.82	1.68	2.44
2	6	0.00	0.00	0.13	1.19	0.00
3	3	0.00	0.00	0.10	1.10	0.00
3	7	0.00	0.02	0.49	2.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.19	8.26	36.87	8.39	0.00
0	0	1.84	10.37	31.74	10.48	0.00
0	4	1.00	7.57	40.05	6.78	0.00
1	1	1.56	8.06	37.69	6.98	0.00
1	5	0.42	7.54	38.44	5.85	0.00
2	2	0.84	8.76	31.76	6.85	0.01
2	6	1.47	7.50	40.62	9.68	0.00
3	3	1.49	8.46	37.74	8.79	0.00
3	7	0.92	7.92	37.29	11.82	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.03	9.40	50.50	7.55	0.04
0	0	1.47	9.66	47.84	9.60	0.00
0	4	1.58	9.11	52.94	7.71	0.00
1	1	0.65	7.64	52.73	10.88	0.00
1	5	0.77	9.41	53.82	7.93	0.00
2	2	1.06	10.93	42.49	6.41	0.29
2	6	0.72	9.26	51.21	6.91	0.00
3	3	1.20	9.39	50.72	7.05	0.00
3	7	0.80	9.67	51.73	3.81	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	8.38	9.39	37.53	4.31	0.11
0	0	11.46	9.78	28.71	3.32	0.00
0	4	5.89	8.10	45.61	4.24	0.21
1	1	8.62	9.16	38.16	4.38	0.26
1	5	7.07	8.41	41.49	8.37	0.00
2	2	7.96	10.23	35.20	3.66	0.00
2	6	9.03	9.35	36.43	3.61	0.38
3	3	8.31	10.43	39.83	2.67	0.00
3	7	8.69	9.65	34.80	4.22	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.67	7.74	52.40	9.37	0.15
0	0	0.50	7.93	51.23	10.17	0.00
0	4	0.29	7.47	54.80	9.20	0.92
1	1	0.93	6.83	52.89	7.59	0.00
1	5	0.50	7.50	52.54	13.67	0.00
2	2	1.14	9.42	42.93	6.59	0.17
2	6	0.96	7.36	53.50	10.72	0.00
3	3	0.44	8.07	58.21	4.41	0.00
