Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	0.79	72.16	15.05	0.00
0	0	0.50	0.61	74.06	14.20	0.00
0	4	0.03	0.77	71.24	17.80	0.00
1	1	0.00	0.30	72.47	16.91	0.00
1	5	0.09	0.57	71.26	19.00	0.00
2	2	0.14	0.58	71.86	17.19	0.00
2	6	0.13	0.58	71.80	18.45	0.00
3	3	0.15	0.75	79.19	9.64	0.00
3	7	0.02	2.14	66.00	7.36	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.68	70.89	17.10	0.00
0	0	0.01	0.50	74.96	14.01	0.00
0	4	0.01	0.61	72.69	17.83	0.00
1	1	0.00	0.34	70.79	19.26	0.00
1	5	0.00	0.39	70.64	20.05	0.00
2	2	0.00	0.51	67.86	21.90	0.00
2	6	0.00	0.48	67.90	22.84	0.00
3	3	0.00	0.74	78.49	11.18	0.00
3	7	0.14	1.86	63.82	9.74	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.63	71.23	16.84	0.00
0	0	0.00	0.46	75.50	13.47	0.00
0	4	0.01	0.49	71.24	19.52	0.00
1	1	0.00	0.34	73.13	16.89	0.00
1	5	0.01	0.32	70.95	19.86	0.00
2	2	0.01	0.42	69.65	20.33	0.00
2	6	0.00	0.46	68.81	21.98	0.00
3	3	0.01	0.65	76.69	13.07	0.00
3	7	0.01	1.95	63.92	9.64	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.60	70.61	17.45	0.00
0	0	0.00	0.42	77.26	11.53	0.00
0	4	0.01	0.53	72.53	18.05	0.00
1	1	0.01	0.40	71.19	18.72	0.00
1	5	0.01	0.18	69.64	21.28	0.00
2	2	0.01	0.53	67.72	22.19	0.00
2	6	0.01	0.46	67.15	23.61	0.00
3	3	0.01	0.59	76.11	13.67	0.00
3	7	0.01	1.67	63.30	10.54	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	1.15	68.15	18.41	0.00
0	0	0.00	0.44	73.60	14.26	0.00
0	4	0.00	0.58	72.38	18.14	0.00
1	1	0.01	0.44	69.22	19.45	0.00
1	5	0.00	2.32	64.93	22.70	0.00
2	2	0.01	0.58	65.78	22.74	0.00
2	6	0.00	0.47	65.45	23.73	0.00
3	3	0.00	0.50	71.37	17.26	0.00
