Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	0.01	9.45	4.25	0.10
0	0	0.00	0.01	3.15	2.53	0.00
0	4	0.00	0.00	0.68	0.60	0.00
1	1	0.00	0.01	1.79	3.39	0.00
1	5	0.55	0.00	0.00	0.00	0.00
2	2	0.34	0.04	2.04	1.74	0.80
2	6	0.00	0.02	0.39	1.30	0.00
3	3	0.00	0.00	0.99	0.30	0.00
3	7	0.16	0.01	66.56	24.17	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	9.20	3.76	0.00
0	0	0.00	0.00	1.07	0.78	0.00
0	4	0.00	0.00	1.14	0.38	0.00
1	1	0.00	0.02	0.58	1.20	0.00
1	5	0.00	0.00	0.70	0.32	0.00
2	2	0.00	0.00	0.78	1.58	0.00
2	6	0.00	0.00	0.62	1.48	0.00
3	3	0.00	0.00	1.62	0.69	0.00
3	7	0.06	0.06	67.07	23.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.01	8.84	3.65	0.22
0	0	0.00	0.00	0.40	0.89	0.83
0	4	0.00	0.00	0.36	0.79	0.00
1	1	0.00	0.00	0.24	0.80	0.00
1	5	0.00	0.01	0.35	1.27	0.00
2	2	0.00	0.00	0.88	1.49	0.00
2	6	0.71	0.00	0.28	1.29	0.00
3	3	0.00	0.00	0.36	1.00	0.90
3	7	0.10	0.11	67.83	21.64	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	8.88	3.67	0.00
0	0	0.00	0.00	0.10	0.40	0.00
0	4	0.00	0.00	0.18	1.09	0.00
1	1	0.00	0.00	0.68	1.09	0.00
1	5	0.00	0.01	0.96	0.67	0.00
2	2	0.00	0.00	1.02	0.30	0.00
2	6	0.00	0.01	0.90	0.50	0.00
3	3	0.00	0.00	0.78	0.70	0.00
3	7	0.08	0.02	66.39	24.63	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.00	8.74	3.91	0.00
0	0	0.00	0.00	0.72	0.20	0.00
0	4	0.00	0.00	0.60	0.79	0.00
1	1	0.00	0.00	0.76	1.09	0.00
1	5	0.00	0.00	0.99	0.89	0.00
2	2	0.00	0.00	0.41	1.68	0.00
2	6	0.00	0.00	0.14	1.09	0.00
3	3	0.00	0.02	0.20	0.79	0.00
3	7	0.17	0.01	66.07	24.76	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.23	8.52	3.75	0.00
0	0	0.00	1.14	0.13	0.68	0.00
0	4	0.00	0.00	0.22	1.34	0.00
1	1	0.00	0.02	0.70	0.88	0.00
1	5	0.00	0.00	0.10	1.16	0.00
2	2	0.00	0.00	0.54	1.55	0.00
2	6	0.01	0.67	0.00	0.00	0.00
3	3	0.00	0.00	0.81	1.54	0.00
3	7	0.09	0.04	65.65	22.84	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.98	3.67	0.00
0	0	0.00	0.00	0.18	1.57	0.00
0	4	0.00	0.00	0.67	1.29	0.00
1	1	0.00	0.00	0.73	1.49	0.00
1	5	0.00	0.00	0.34	1.39	0.00
2	2	0.00	0.00	0.81	1.30	0.00
2	6	0.00	0.00	0.20	1.29	0.00
3	3	0.00	0.00	1.28	0.98	0.00
3	7	0.09	0.13	67.61	20.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.65	3.32	0.00
0	0	0.00	0.02	0.81	0.99	0.00
0	4	0.00	0.00	0.00	0.50	0.00
1	1	0.00	0.00	1.09	1.32	0.00
1	5	0.00	0.00	0.07	0.00	0.00
2	2	0.00	0.00	0.84	0.79	0.00
2	6	0.00	0.00	0.13	0.99	0.00
3	3	0.00	0.00	0.08	0.00	0.00
3	7	0.08	0.17	66.19	22.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	9.06	3.45	0.00
0	0	0.00	0.00	0.25	1.18	0.00
0	4	0.00	0.00	0.14	0.79	0.00
1	1	0.00	0.01	0.71	0.20	0.00
1	5	0.00	0.00	0.03	0.60	0.00
2	2	0.00	0.00	0.46	1.48	0.00
2	6	0.00	0.00	1.06	1.29	0.00
3	3	0.00	0.00	1.34	0.20	0.00
3	7	0.08	0.07	68.48	21.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.00	8.74	3.80	0.00
0	0	0.00	0.00	0.35	1.28	0.00
0	4	0.00	0.00	0.46	0.49	0.00
1	1	0.00	0.00	0.44	0.90	0.00
1	5	0.00	0.00	0.23	0.89	0.00
2	2	0.00	0.00	0.64	0.70	0.00
2	6	0.00	0.00	0.19	1.18	0.00
3	3	0.00	0.00	0.67	0.79	0.00
3	7	0.08	0.00	66.92	24.15	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.28	9.14	3.53	0.00
0	0	0.00	0.00	0.17	1.38	0.00
0	4	0.00	0.00	0.89	1.38	0.00
1	1	0.00	0.02	0.88	1.39	0.00
1	5	0.00	0.00	0.85	1.29	0.00
2	2	0.00	0.00	0.71	1.21	0.00
2	6	0.01	2.11	0.08	0.02	0.00
3	3	0.00	0.00	0.69	0.70	0.00
3	7	0.04	0.12	68.82	20.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	8.74	3.79	0.00
0	0	0.00	0.00	0.23	0.50	0.00
0	4	0.00	0.02	0.30	0.80	0.00
1	1	0.00	0.03	1.13	1.00	0.00
1	5	0.00	0.00	0.19	0.99	0.00
2	2	0.00	0.00	0.26	1.39	0.00
2	6	0.00	0.00	0.55	0.60	0.00
3	3	0.00	0.00	0.62	0.70	0.00
3	7	0.11	0.00	66.65	24.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	8.99	3.33	0.00
0	0	0.00	0.00	0.42	1.47	0.00
0	4	0.00	0.00	0.35	0.50	0.00
1	1	0.00	0.00	0.43	0.21	0.00
1	5	0.00	0.02	0.69	1.10	0.00
2	2	0.00	0.00	0.19	0.95	0.00
2	6	0.00	0.00	0.48	0.79	0.00
3	3	0.00	0.00	0.44	0.98	0.00
3	7	0.09	0.09	68.89	20.62	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	9.08	3.45	0.00
0	0	0.00	0.00	0.27	1.08	0.00
0	4	0.00	0.00	0.46	1.10	0.00
1	1	0.00	0.00	0.15	1.19	0.00
1	5	0.00	0.00	1.05	1.09	0.00
2	2	0.00	0.02	0.29	0.83	0.00
2	6	0.00	0.00	0.69	0.90	0.00
3	3	0.00	0.00	0.57	0.19	0.00
3	7	0.11	0.04	69.18	21.21	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.01	8.87	3.61	0.00
0	0	0.00	0.02	0.37	0.69	0.00
0	4	0.00	0.00	0.10	0.59	0.00
1	1	0.00	0.00	0.32	1.58	0.00
1	5	0.00	0.00	0.49	1.08	0.00
2	2	0.00	0.00	0.33	0.99	0.00
2	6	0.00	0.00	0.73	0.89	0.00
3	3	0.00	0.01	0.79	0.00	0.00
3	7	0.15	0.01	67.80	23.07	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	9.19	3.39	0.00
0	0	0.00	0.00	0.81	0.69	0.00
0	4	0.00	0.00	0.52	0.99	0.00
1	1	0.00	0.00	0.78	1.30	0.00
1	5	0.00	0.00	0.31	1.39	0.00
2	2	0.00	0.00	0.28	1.48	0.00
2	6	0.00	0.00	0.36	0.89	0.00
3	3	0.00	0.00	0.64	0.60	0.00
3	7	0.10	0.10	69.78	19.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.34	9.56	3.27	0.00
0	0	0.00	0.00	0.47	1.78	0.00
0	4	0.00	0.00	0.46	1.68	0.00
1	1	0.00	0.00	0.83	1.97	0.00
1	5	0.00	0.00	0.84	1.87	0.00
2	2	0.00	0.00	0.19	1.83	0.00
2	6	0.00	2.58	0.14	0.00	0.00
3	3	0.00	0.00	1.16	1.28	0.00
3	7	0.06	0.14	72.37	15.75	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	9.34	2.93	0.00
0	0	0.00	0.00	0.27	0.40	0.00
0	4	0.00	0.00	0.18	0.99	0.00
1	1	0.00	0.00	0.91	1.29	0.00
1	5	0.00	0.00	0.56	1.19	0.00
2	2	0.00	0.00	0.92	0.31	0.00
2	6	0.00	0.01	0.80	0.29	0.00
3	3	0.00	0.00	0.30	0.49	0.00
3	7	0.09	0.08	70.74	18.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	9.45	2.62	0.11
0	0	0.00	0.00	0.47	1.09	0.90
0	4	0.00	0.02	0.20	0.69	0.00
1	1	0.00	0.00	0.30	0.70	0.00
1	5	0.00	0.00	0.55	1.40	0.00
2	2	0.00	0.00	0.44	0.99	0.00
2	6	0.00	0.00	0.45	0.89	0.00
3	3	0.00	0.00	0.73	0.69	0.00
3	7	0.06	0.18	72.47	14.47	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.03	9.77	2.93	0.00
0	0	0.00	0.00	0.46	1.29	0.00
0	4	0.00	0.00	0.42	1.68	0.00
1	1	0.00	0.00	0.98	0.00	0.00
1	5	0.00	0.00	1.10	1.64	0.00
2	2	0.00	0.00	0.20	1.58	0.00
2	6	0.00	0.00	0.57	1.38	0.00
3	3	0.00	0.00	0.55	1.59	0.00
3	7	0.15	0.20	73.84	14.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	9.71	3.02	0.00
0	0	0.00	0.00	0.87	2.08	0.00
0	4	0.00	0.00	1.02	1.98	0.00
1	1	0.00	0.00	0.36	1.00	0.00
1	5	0.00	0.00	0.45	1.71	0.00
