Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.30	1.09	0.86	0.00
0	0	0.02	0.05	0.53	0.00	0.00
0	4	0.00	0.00	1.28	0.39	0.00
1	1	0.00	0.00	0.76	0.59	0.00
1	5	0.00	0.08	0.59	0.20	0.00
2	2	0.00	0.00	1.29	0.79	0.00
2	6	0.02	2.15	1.65	1.97	0.00
3	3	0.00	0.03	1.19	0.79	0.00
3	7	0.00	0.10	1.44	2.15	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.86	0.92	8.74	7.47	0.02
0	0	3.42	0.17	14.21	8.58	0.00
0	4	0.00	0.46	8.05	3.76	0.00
1	1	0.07	1.59	6.84	4.98	0.00
1	5	0.01	0.20	10.16	5.36	0.13
2	2	0.26	0.05	3.94	3.51	0.00
2	6	3.13	4.61	11.87	3.52	0.00
3	3	0.00	0.19	4.83	4.23	0.05
3	7	0.00	0.12	9.98	25.85	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.58	8.91	12.35	8.83
0	0	0.05	4.62	63.18	0.00	0.00
0	4	0.00	0.01	0.30	1.24	70.60
1	1	0.00	0.00	0.10	1.38	0.00
1	5	0.00	0.00	0.18	0.99	0.00
2	2	0.00	0.00	0.83	0.98	0.00
2	6	0.00	0.00	1.13	0.39	0.00
3	3	0.00	0.02	0.20	0.69	0.00
3	7	0.00	0.02	5.36	93.12	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.61	8.90	12.85	9.06
0	0	0.02	4.86	62.77	0.00	0.00
0	4	0.03	0.03	0.78	3.38	72.47
1	1	0.00	0.00	3.73	64.90	0.00
1	5	0.00	0.00	0.79	0.79	0.00
2	2	0.00	0.01	0.58	1.39	0.00
2	6	0.00	0.00	0.43	1.08	0.00
3	3	0.00	0.00	0.64	1.08	0.00
3	7	0.00	0.00	1.51	30.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.61	9.45	13.29	6.06
0	0	0.24	4.56	53.56	1.18	0.00
0	4	0.00	0.00	3.38	3.99	48.36
1	1	0.00	0.00	6.07	85.69	0.10
1	5	0.00	0.06	1.51	1.83	0.00
2	2	0.00	0.09	4.69	4.97	0.00
2	6	0.00	0.02	1.38	2.77	0.00
3	3	0.00	0.02	1.58	2.80	0.00
3	7	0.00	0.08	3.47	3.17	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.30	0.92	0.00
0	0	0.00	0.00	0.14	0.40	0.00
0	4	0.00	0.02	0.27	1.17	0.00
1	1	0.00	0.00	0.10	1.08	0.00
1	5	0.00	0.00	0.30	0.99	0.00
2	2	0.00	0.02	0.84	0.96	0.00
2	6	0.00	0.00	0.23	0.89	0.00
3	3	0.00	0.00	0.20	0.99	0.00
3	7	0.00	0.00	0.35	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	0.00	0.43	0.79	0.11
0	0	0.00	0.00	0.49	0.40	0.00
0	4	0.00	0.00	0.28	0.90	0.00
1	1	0.00	0.00	0.25	1.08	0.00
1	5	0.00	0.00	0.23	0.99	0.00
2	2	0.00	0.00	0.58	1.49	0.00
2	6	0.00	0.00	0.28	0.79	0.00
3	3	0.00	0.00	0.73	0.20	0.00
3	7	0.65	0.00	0.60	0.50	0.91
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.45	0.96	0.00
0	0	0.00	0.00	0.53	0.40	0.00
0	4	0.00	0.03	0.30	0.50	0.00
1	1	0.00	0.00	0.95	1.30	0.00
1	5	0.00	0.00	0.36	1.01	0.00
2	2	0.00	0.02	0.52	1.61	0.00
2	6	0.00	0.00	0.41	0.90	0.00
3	3	0.00	0.00	0.27	1.11	0.00
3	7	0.00	0.00	0.27	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.51	0.76	0.00
0	0	0.00	0.00	0.53	0.00	0.00
0	4	0.00	0.03	1.00	0.00	0.00
1	1	0.00	0.00	0.19	0.99	0.00
1	5	0.00	0.00	0.27	0.90	0.00
2	2	0.00	0.00	0.33	1.41	0.00
2	6	0.00	0.00	0.62	0.90	0.00
3	3	0.00	0.03	0.78	1.00	0.00
3	7	0.00	0.00	0.38	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.65	0.69	0.00
0	0	0.00	0.00	0.53	0.00	0.00
0	4	0.00	0.06	0.96	0.00	0.00
1	1	0.00	0.00	1.25	1.21	0.00
1	5	0.00	0.02	0.64	1.11	0.00
2	2	0.00	0.00	0.53	1.15	0.00
2	6	0.00	0.00	0.66	0.49	0.00
3	3	0.00	0.00	0.39	0.70	0.00
3	7	0.00	0.00	0.28	0.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.20	0.42	0.58	0.00
0	0	0.00	0.01	0.49	0.20	0.00
0	4	0.00	0.00	1.19	0.30	0.00
1	1	0.00	1.59	0.12	0.00	0.00
1	5	0.00	0.00	0.24	0.98	0.00
2	2	0.00	0.01	0.46	0.61	0.00
2	6	0.00	0.00	0.20	0.88	0.00
3	3	0.00	0.00	0.45	0.99	0.00
3	7	0.00	0.00	0.20	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.14	0.73	4.80	0.00
0	0	0.00	0.00	0.64	1.79	0.00
0	4	0.00	0.06	0.70	1.38	0.00
1	1	0.00	0.81	1.10	1.60	0.00
1	5	0.00	0.00	0.66	1.79	0.00
2	2	0.00	0.00	0.55	1.79	0.00
2	6	0.00	0.00	0.63	1.59	0.00
3	3	0.02	0.26	1.20	26.65	0.00
3	7	0.00	0.00	0.38	1.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.60	1.34	0.00
0	0	0.00	0.00	0.25	1.27	0.00
0	4	0.00	0.05	1.08	0.70	0.00
1	1	0.00	0.00	0.78	0.99	0.00
1	5	0.00	0.01	0.54	1.61	0.00
2	2	0.00	0.00	0.33	1.18	0.00
2	6	0.00	0.00	0.38	1.88	0.00
3	3	0.00	0.00	0.97	2.02	0.00
3	7	0.00	0.00	0.50	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.45	0.83	0.00
0	0	0.00	0.00	0.10	0.40	0.00
0	4	0.00	0.00	0.60	0.99	0.00
1	1	0.00	0.00	0.35	0.79	0.00
1	5	0.00	0.00	0.82	0.78	0.00
2	2	0.00	0.00	0.10	0.99	0.00
2	6	0.00	0.00	0.42	0.98	0.00
3	3	0.00	0.00	0.36	0.88	0.00
3	7	0.00	0.00	0.82	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.43	1.08	0.00
0	0	0.00	0.00	0.36	1.29	0.00
0	4	0.00	0.01	0.65	1.29	0.00
1	1	0.00	0.00	0.62	0.00	0.00
1	5	0.00	0.00	0.41	1.70	0.00
2	2	0.00	0.00	0.54	1.29	0.00
2	6	0.00	0.00	0.35	0.79	0.00
3	3	0.00	0.00	0.13	1.09	0.00
3	7	0.00	0.00	0.37	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.51	0.73	0.00
0	0	0.00	0.00	0.13	0.40	0.00
0	4	0.00	0.06	0.48	0.60	0.00
1	1	0.00	0.01	0.68	0.89	0.00
1	5	0.00	0.00	0.35	1.52	0.00
2	2	0.00	0.00	0.82	0.59	0.00
2	6	0.00	0.01	0.79	0.49	0.00
3	3	0.00	0.00	0.39	0.79	0.00
3	7	0.00	0.00	0.46	0.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.30	0.81	1.32	0.00
0	0	0.00	0.00	0.29	1.28	0.00
0	4	0.00	0.00	0.87	1.77	0.00
1	1	0.00	2.37	0.22	0.00	0.00
1	5	0.00	0.00	0.98	2.07	0.00
2	2	0.00	0.00	1.06	1.68	0.00
2	6	0.00	0.00	0.37	1.68	0.00
3	3	0.00	0.00	1.04	1.08	0.00
3	7	0.00	0.01	1.68	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.50	0.85	0.00
0	0	0.00	0.00	0.44	1.00	0.00
0	4	0.00	0.00	0.94	0.71	0.00
1	1	0.00	0.00	0.49	0.39	0.00
1	5	0.00	0.00	0.37	0.89	0.00
2	2	0.00	0.00	0.62	0.94	0.00
2	6	0.00	0.00	0.32	0.80	0.00
3	3	0.00	0.00	0.46	1.11	0.00
