Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	2.56	9.46	1.30
0	0	0.00	0.02	4.42	3.56	0.00
0	4	0.05	0.01	0.20	1.31	0.00
1	1	0.00	0.05	4.93	34.60	0.00
1	5	0.00	0.17	1.66	1.79	0.00
2	2	0.00	0.00	1.42	4.88	0.00
2	6	0.00	0.11	3.05	26.57	0.00
3	3	0.00	0.03	1.56	0.49	10.39
3	7	0.00	0.06	3.26	2.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	0.04	1.35	2.72	0.00
0	0	0.59	0.01	1.22	1.83	0.00
0	4	0.00	0.02	0.50	0.90	0.00
1	1	0.00	0.00	1.55	12.26	0.00
1	5	0.00	0.10	0.80	0.00	0.00
2	2	0.00	0.00	0.09	0.00	0.00
2	6	0.00	0.12	2.37	1.76	0.00
3	3	0.00	0.00	1.27	0.80	0.00
3	7	0.00	0.04	2.98	4.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.04	1.13	5.97	0.01
0	0	0.16	0.03	2.57	6.95	0.09
0	4	0.00	0.00	0.30	1.29	0.00
1	1	0.00	0.02	0.75	4.98	0.00
1	5	0.61	0.11	0.79	0.00	0.00
2	2	0.01	0.19	0.72	28.53	0.00
2	6	0.00	0.00	1.94	2.11	0.00
3	3	0.00	0.00	0.56	1.10	0.00
3	7	0.00	0.00	1.42	2.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.53	1.01	0.00
0	0	0.00	0.00	0.75	0.71	0.00
0	4	0.00	0.00	0.20	1.51	0.00
1	1	0.00	0.00	0.10	1.19	0.00
1	5	0.00	0.07	1.31	0.59	0.00
2	2	0.00	0.00	0.84	0.70	0.00
2	6	0.00	0.00	0.15	1.20	0.00
3	3	0.00	0.00	0.24	0.89	0.00
3	7	0.00	0.03	0.69	1.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.51	0.85	0.00
0	0	0.00	0.00	0.41	0.90	0.00
0	4	0.00	0.00	0.54	0.80	0.00
1	1	0.00	0.00	0.14	0.40	0.00
1	5	0.00	0.06	1.14	1.08	0.00
2	2	0.00	0.00	0.83	0.80	0.00
2	6	0.00	0.00	0.52	0.99	0.00
3	3	0.00	0.00	0.37	0.79	0.00
3	7	0.00	0.00	0.14	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	0.77	1.13	0.00
0	0	0.00	0.00	0.91	0.99	0.00
0	4	0.00	0.01	0.48	2.03	0.00
1	1	0.00	0.00	0.84	0.79	0.00
1	5	0.00	0.13	0.72	0.48	0.00
2	2	0.00	0.00	0.75	0.70	0.00
2	6	0.00	0.02	0.85	2.19	0.00
3	3	0.00	0.29	1.31	0.99	0.00
3	7	0.00	0.00	0.28	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.27	8.07	35.78	8.27	0.03
0	0	1.82	10.58	37.06	7.36	0.00
0	4	0.73	7.50	34.31	8.87	0.20
1	1	1.69	7.66	40.69	8.42	0.00
1	5	0.79	6.51	32.02	5.58	0.00
2	2	1.03	8.15	35.41	7.61	0.00
2	6	1.70	9.26	35.38	7.49	0.00
3	3	1.30	7.15	37.74	10.91	0.00
3	7	1.06	7.77	33.67	9.92	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.36	10.24	49.82	5.15	0.07
0	0	2.02	11.65	45.71	5.20	0.56
0	4	0.75	9.93	52.76	3.93	0.00
1	1	1.08	8.84	49.21	8.05	0.00
1	5	2.20	9.68	49.54	5.55	0.00
2	2	1.05	11.95	45.73	5.45	0.00
2	6	1.33	9.67	54.49	5.63	0.00
3	3	0.93	9.37	51.18	4.48	0.01
3	7	1.54	10.90	50.18	2.96	0.01
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.65	8.28	50.56	8.96	0.01
0	0	1.33	8.55	52.05	7.76	0.00
0	4	0.31	6.59	50.62	10.42	0.00
1	1	0.33	7.83	52.43	9.39	0.00
1	5	0.59	6.40	49.69	10.58	0.00
2	2	0.72	13.21	46.29	3.74	0.09
2	6	0.45	7.25	51.03	11.92	0.01
3	3	0.50	7.82	50.09	11.80	0.00
3	7	1.00	8.56	52.02	6.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.91	10.98	49.16	5.05	0.10
0	0	1.03	11.04	48.29	4.50	0.00
0	4	0.63	10.11	51.97	4.04	0.00
1	1	0.49	10.96	53.78	4.51	0.00
1	5	1.15	10.04	49.20	5.10	0.00
2	2	1.75	15.16	35.95	5.12	0.31
2	6	0.50	9.25	49.86	7.18	0.52
3	3	0.66	9.61	53.37	5.37	0.00
3	7	1.06	11.62	50.85	4.58	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.37	14.49	44.17	1.94	0.01
0	0	1.61	17.29	35.97	1.51	0.00
0	4	1.06	13.52	47.28	1.73	0.00
1	1	1.73	14.34	45.78	1.56	0.00
1	5	1.07	13.23	45.75	3.10	0.00
2	2	2.17	16.50	35.49	1.04	0.09
2	6	1.01	12.23	48.66	3.13	0.00
3	3	1.35	14.37	45.94	1.90	0.00
3	7	0.92	14.42	48.49	1.53	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	6.32	14.64	34.71	0.91	0.06
0	0	7.77	16.80	25.04	0.89	0.00
0	4	6.02	14.55	36.35	0.99	0.00
1	1	6.54	13.77	37.93	1.30	0.00
1	5	6.12	13.49	36.96	0.81	0.00
2	2	6.50	15.72	31.68	0.44	0.40
2	6	5.20	13.60	40.33	0.76	0.00
3	3	6.79	14.58	31.88	0.75	0.00
3	7	5.59	14.56	37.41	1.35	0.11
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	5.00	6.47	44.64	7.42	0.01
0	0	6.50	7.03	40.04	8.43	0.00
0	4	4.22	6.47	45.02	5.60	0.11
1	1	5.33	6.82	48.23	4.82	0.00
1	5	4.97	6.56	45.97	8.57	0.00
2	2	5.31	6.47	46.06	6.23	0.00
2	6	3.86	5.05	43.70	8.21	0.00
3	3	5.24	5.96	40.18	9.66	0.00
3	7	4.63	7.38	48.07	7.85	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.77	4.71	52.47	10.62	0.11
0	0	0.94	5.34	51.69	9.87	0.01
0	4	0.61	4.39	51.30	8.86	0.00
1	1	1.18	4.98	51.85	12.47	0.13
1	5	0.61	3.78	56.00	10.71	0.42
2	2	0.67	4.95	52.87	12.91	0.31
2	6	0.64	5.07	54.91	11.68	0.00
3	3	0.98	4.78	55.34	7.99	0.00
3	7	0.51	4.43	46.02	10.47	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.48	3.81	50.25	13.03	0.03
0	0	0.36	4.10	53.07	10.60	0.04
0	4	0.27	3.97	50.44	11.96	0.00
1	1	0.39	3.53	55.51	12.72	0.00
1	5	0.75	3.79	43.60	11.23	0.00
2	2	0.66	3.16	46.96	14.54	0.03
2	6	0.50	3.92	50.22	16.49	0.14
3	3	0.52	4.29	52.01	11.65	0.00
3	7	0.43	3.71	50.28	15.03	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.58	6.48	51.61	10.67	0.01
0	0	0.28	7.73	52.92	9.15	0.00
0	4	0.43	5.89	55.29	8.42	0.00
1	1	0.49	5.22	47.87	12.55	0.04
1	5	0.75	6.39	54.50	8.21	0.00
2	2	0.80	8.47	47.95	8.51	0.00
2	6	1.06	5.57	52.74	10.47	0.00
3	3	0.61	6.31	49.81	13.85	0.04
3	7	0.25	6.21	51.51	14.17	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.50	7.12	52.94	10.82	0.04
0	0	0.39	8.00	54.32	8.85	0.00
0	4	0.20	5.49	53.10	11.47	0.11
1	1	0.18	6.56	54.93	11.15	0.16
1	5	0.41	6.27	49.27	14.73	0.00
2	2	1.04	10.46	45.07	10.22	0.08
2	6	0.67	7.15	56.63	7.02	0.00
3	3	0.47	6.84	52.04	11.71	0.00
3	7	0.63	6.20	58.20	11.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.36	7.28	52.72	10.33	0.06
0	0	0.31	7.69	55.61	4.54	0.00
0	4	0.27	5.97	49.11	15.14	0.31
1	1	0.49	7.31	56.87	7.27	0.00
1	5	0.34	5.85	50.85	15.90	0.05
2	2	0.67	12.08	46.11	6.91	0.10
2	6	0.26	6.90	57.30	10.12	0.00
3	3	0.28	6.40	50.70	10.65	0.00
3	7	0.27	6.07	55.20	12.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.67	7.55	52.46	9.44	0.04
0	0	0.85	7.65	55.50	6.05	0.00
0	4	0.32	6.32	50.72	11.28	0.00
1	1	0.76	8.08	58.74	7.40	0.00
1	5	0.63	6.65	51.30	11.30	0.00
2	2	0.87	12.73	45.72	6.13	0.30
2	6	0.42	6.59	51.74	10.98	0.00
3	3	1.02	5.67	51.88	11.93	0.00
3	7	0.50	6.67	54.09	10.44	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.62	7.82	48.51	13.08	0.01
