Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	0.81	70.98	16.48	0.00
0	0	0.16	0.60	72.01	16.74	0.00
0	4	0.19	0.70	69.90	20.09	0.00
1	1	0.18	0.61	73.46	15.99	0.00
1	5	0.07	0.74	71.58	18.14	0.00
2	2	0.16	0.54	71.53	18.03	0.00
2	6	0.04	0.70	69.74	20.12	0.00
3	3	0.12	0.64	76.81	12.34	0.00
3	7	0.10	1.92	62.95	10.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.68	70.71	17.21	0.00
0	0	0.00	0.54	72.85	16.20	0.00
0	4	0.00	0.69	71.31	18.98	0.00
1	1	0.01	0.42	71.15	18.82	0.00
1	5	0.01	0.48	71.76	18.83	0.00
2	2	0.01	0.49	69.30	20.52	0.00
2	6	0.00	0.41	69.01	21.72	0.00
3	3	0.01	0.58	76.57	13.22	0.00
3	7	0.01	1.86	64.21	9.54	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.67	70.33	17.69	0.00
0	0	0.00	0.57	74.03	14.94	0.00
0	4	0.00	0.65	68.87	21.70	0.00
1	1	0.01	0.46	73.28	16.44	0.00
1	5	0.00	0.42	70.30	20.36	0.00
2	2	0.00	0.48	68.87	21.08	0.00
2	6	0.01	0.38	68.62	22.15	0.00
3	3	0.00	0.52	76.60	13.27	0.00
3	7	0.01	1.89	62.04	11.57	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.64	69.69	17.70	0.00
0	0	0.00	0.57	76.13	12.86	0.00
0	4	0.00	0.51	73.26	17.39	0.00
1	1	0.00	0.42	72.93	16.96	0.00
1	5	0.00	0.37	69.99	20.89	0.00
2	2	0.01	0.44	64.85	19.65	0.00
2	6	0.00	0.44	67.60	22.30	0.00
3	3	0.00	0.59	71.64	18.16	0.00
3	7	0.01	1.78	60.70	13.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	1.02	68.90	16.74	0.00
0	0	0.00	1.77	72.95	12.75	0.00
