Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	0.03	2.69	11.64	1.41
0	0	0.01	0.00	4.79	16.61	0.00
0	4	0.00	0.00	3.35	36.72	0.00
1	1	0.00	0.02	1.42	1.47	0.00
1	5	0.47	0.04	3.05	2.23	11.20
2	2	0.00	0.07	5.18	30.23	0.00
2	6	0.63	0.00	0.64	1.48	0.00
3	3	0.00	0.00	0.57	2.27	0.00
3	7	0.00	0.11	2.41	1.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.02	1.73	3.49	0.00
0	0	0.00	0.00	2.05	3.86	0.00
0	4	0.00	0.04	1.87	3.99	0.00
1	1	0.00	0.03	2.88	3.68	0.00
1	5	0.00	0.00	0.53	0.00	0.00
2	2	0.00	0.00	3.97	10.34	0.00
2	6	0.00	0.03	0.79	1.09	0.00
3	3	0.00	0.02	0.40	3.27	0.00
3	7	0.21	0.00	1.32	1.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.00	0.96	1.27	0.00
0	0	0.00	0.00	0.97	1.12	0.00
0	4	0.00	0.00	0.57	0.00	0.00
1	1	0.00	0.01	0.58	1.38	0.00
1	5	0.00	0.00	1.15	0.80	0.00
2	2	0.00	0.00	0.30	0.99	0.00
2	6	0.41	0.01	0.85	1.89	0.00
3	3	0.00	0.00	2.49	2.36	0.00
3	7	0.00	0.02	0.77	1.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.09	0.72	0.90	0.00
0	0	0.00	0.00	0.97	1.98	0.00
0	4	0.00	0.00	0.89	0.99	0.00
1	1	0.00	0.01	1.18	0.79	0.00
1	5	0.00	0.00	0.36	0.79	0.00
2	2	0.00	0.68	1.43	0.60	0.00
2	6	0.00	0.00	0.55	0.40	0.00
3	3	0.00	0.00	0.36	1.11	0.00
3	7	0.00	0.00	0.03	0.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	0.41	1.06	0.00
0	0	0.00	0.00	0.43	1.00	0.00
0	4	0.00	0.00	0.74	0.79	0.00
1	1	0.00	0.04	0.33	1.18	0.00
1	5	0.00	0.00	0.03	0.50	0.00
2	2	0.00	0.00	0.94	1.28	0.00
2	6	0.00	0.40	0.34	0.00	0.00
3	3	0.00	0.00	0.36	2.36	0.00
3	7	0.00	0.00	0.14	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.84	1.04	0.67
0	0	0.00	0.05	2.10	0.80	0.00
0	4	0.00	0.00	0.27	0.80	0.00
1	1	0.00	0.01	0.86	0.10	0.00
1	5	0.00	0.00	0.14	0.50	0.00
2	2	0.00	0.01	0.37	0.40	5.35
2	6	0.00	0.00	1.76	1.34	0.00
3	3	0.00	0.00	0.67	2.64	0.00
3	7	0.00	0.00	0.58	1.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.68	2.02	11.35	4.72	1.60
0	0	1.24	2.39	12.76	5.05	0.00
0	4	0.02	1.45	9.53	4.97	0.00
