Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1	C1E	C3	C6	C7s	C8	C9	C10	POLL%	C1%	C1E%	C3%	C6%	C7s%	C8%	C9%	C10%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
234	14.46	1600	3135	0.86	80	0	0	4	2	6	33	0	3	0	0	0.00	5.90	0.67	10.45	65.06	0.00	4.85	0.00	0.00	27.38	9.94	48.21	0.00	56	0	56	99.48	81.32	0.00	0.00	3.53	12.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.59	2.99	0.00	0.96	0.00	0.00
380	26.33	1600	2789	0.82	44	0	0	2	2	3	43	0	2	0	0	0.00	0.06	0.47	1.43	62.46	0.00	2.23	0.00	0.00	24.74	1.92	47.00	0.00	56	0	56	166.93	94.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	3.35	0.00	1.15	0.00	0.00
488	27.87	1600	3389	0.84	62	0	0	1	4	3	47	0	3	0	0	0.00	0.04	1.30	2.03	72.52	0.00	3.48	0.00	0.00	30.14	1.69	40.30	0.00	56	0	56	220.41	104.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.27	5.24	0.00	1.31	0.00	0.00
292	17.91	1600	3150	0.88	41	0	0	0	1	3	40	0	4	0	0	0.00	0.00	0.22	1.46	78.26	0.00	3.89	0.00	0.00	16.70	0.77	64.63	0.00	56	0	56	163.23	94.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.62	3.98	0.00	1.17	0.00	0.00
420	29.94	1600	2713	0.97	49	0	0	0	2	2	34	0	4	0	0	0.00	0.00	0.36	0.76	55.02	0.00	5.48	0.00	0.00	27.77	0.00	42.29	0.00	56	0	56	184.62	103.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.76	3.65	0.00	1.03	0.00	0.00
418	23.59	1600	3424	0.64	57	0	1	1	4	7	58	0	5	0	0	0.02	0.03	0.75	2.75	76.15	0.00	5.32	0.00	0.00	24.82	2.19	49.40	0.00	56	0	56	169.64	100.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.53	4.49	0.00	1.20	0.00	0.00
410	24.63	1600	3223	0.71	41	0	1	2	6	11	47	0	5	0	0	0.07	0.02	1.94	4.35	62.80	0.00	9.80	0.00	0.00	29.79	2.43	43.16	0.00	55	0	56	198.14	98.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.16	4.60	0.00	1.22	0.00	0.00
382	24.72	1600	2992	0.70	49	0	0	1	4	7	52	0	0	0	0	0.00	0.02	0.94	4.07	68.15	0.00	0.00	0.00	0.00	27.56	3.54	44.19	0.00	56	0	56	189.91	101.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.51	4.05	0.00	0.99	0.00	0.00
410	25.33	1600	3129	0.59	50	0	0	3	27	16	71	0	0	0	0	0.00	0.07	5.94	6.06	64.05	0.00	0.00	0.00	0.00	35.53	7.84	31.31	0.00	56	0	56	198.54	99.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.03	4.65	0.00	1.14	0.00	0.00
457	28.78	1601	3072	0.63	42	0	0	1	19	15	57	0	0	0	0	0.00	0.02	3.79	6.42	60.95	0.00	0.00	0.00	0.00	31.62	5.18	34.42	0.00	56	0	56	200.53	98.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.09	4.49	0.00	1.10	0.00	0.00
