Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1	C1E	C3	C6	C7s	C8	C9	C10	POLL%	C1%	C1E%	C3%	C6%	C7s%	C8%	C9%	C10%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
415	27.76	1600	2893	0.80	89	0	0	9	5	6	36	0	5	0	0	0.00	8.70	1.90	6.11	43.61	0.00	7.48	0.00	0.00	33.53	4.17	34.55	0.00	56	0	56	154.30	95.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.72	3.55	0.00	1.15	0.00	0.00
336	19.29	1600	3372	0.81	69	0	0	0	2	3	57	0	2	0	0	0.00	0.00	0.56	2.50	82.52	0.00	2.72	0.00	0.00	22.15	2.03	56.52	0.00	56	0	56	188.78	94.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.95	4.65	0.00	1.29	0.00	0.00
355	27.45	1600	2504	1.00	57	0	0	1	0	1	39	0	4	0	0	0.00	0.03	0.00	0.58	54.16	0.00	4.16	0.00	0.00	20.88	1.29	50.38	0.00	56	0	56	180.60	107.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.63	3.50	0.00	0.88	0.00	0.00
407	22.18	1600	3553	0.69	58	0	0	1	7	8	61	0	8	0	0	0.00	0.00	0.69	1.80	77.35	0.00	9.95	0.00	0.00	22.63	0.73	49.56	4.90	56	0	56	150.35	94.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.02	3.99	0.00	1.30	0.00	0.00
395	22.30	1600	3429	0.65	57	0	1	3	8	8	63	0	0	0	0	0.07	0.09	1.78	3.98	80.74	0.00	0.00	0.00	0.00	25.61	5.29	46.79	0.00	56	0	56	196.66	108.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.81	4.92	0.00	1.39	0.00	0.00
403	24.92	1600	3131	0.72	50	0	0	1	4	8	46	0	3	0	0	0.00	0.06	0.83	4.87	65.57	0.00	5.00	0.00	0.00	26.76	8.57	39.75	0.00	56	0	56	184.44	102.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.61	4.28	0.00	1.03	0.00	0.00
420	26.55	1600	3058	0.62	42	0	0	3	20	15	61	0	1	0	0	0.00	0.07	5.44	4.85	61.15	0.00	1.63	0.00	0.00	36.12	7.73	29.60	0.00	56	0	56	207.43	98.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.50	4.67	0.00	1.19	0.00	0.00
467	30.07	1600	3006	0.61	51	0	0	3	25	20	52	0	2	0	0	0.00	0.07	8.52	9.33	47.20	0.00	3.31	0.00	0.00	38.17	9.59	22.17	0.00	55	0	56	192.94	97.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.61	4.36	0.00	0.92	0.00	0.00
392	25.10	1600	3020	0.72	52	0	0	2	11	12	66	0	2	0	0	0.00	1.08	3.17	6.39	58.92	0.00	4.03	0.00	0.00	30.00	9.25	35.65	0.00	56	0	56	186.58	95.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.25	4.13	0.00	1.01	0.00	0.00
341	20.86	1600	3162	0.49	106	0	0	4	9	12	112	0	21	0	10	0.00	1.06	0.71	1.30	47.00	0.00	12.75	0.00	18.36	23.20	0.91	42.00	13.04	56	0	56	171.43	101.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.91	3.52	0.00	1.17	0.00	0.00
