tool,bt,cg,ep,ft,is,mg,mi,sl
No_Tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ref_User,99.41920673333698,14.801508133333527,516.0455178000029,13.090693066667882,46.91940706667219,12.09339359999808,0.5834414000030037,155.6617129666664
Ref_Kern,93.68018393332932,56.05156113333396,856.711018866672,44.45959913333445,57.41038020000815,5.148172199996566,5.998418066666638,152.29302253333321
Perf,651.2926067333337,122.7005565333352,1235.5860586666677,127.34997526667212,169.10859213333515,51.93604459999881,0.45569953333524893,223.0673248000004
PJ,910.0313772666686,199.54847986666255,1862.4437834666696,158.87645306667082,244.40470073333927,71.73896093333417,1.895767200000531,361.4453556000017
Turbostat,1495.1613941333344,339.10657806666586,2753.7391580666754,328.2716450000021,570.688289800004,111.59217520000414,5.873690733328598,824.8938112666663
Scaphandre,2096.6126210666716,542.7563381333307,4390.69856246667,357.78560346667064,598.219831600004,147.71493773333202,0.7235861333351465,963.2196615999983
CC,3234.6495329333375,676.9724773333319,7992.711339000005,642.2656124000014,1054.7130759333386,242.24283293333326,16.815915533334195,1541.3245782000038
