tool,bt,cg,ep,ft,is,mg,mi,sl
No_Tools,10072.481347599998,1993.990834399997,13400.688509133332,2617.546651799999,3999.8026102666645,1001.2810961999986,21.269212400003987,800.7491505333329
Ref_User,10176.923796399997,2013.744471200003,13672.613846999997,2632.3263586666667,4040.6484734666697,1009.2851361333293,21.895895333331282,1103.8279482666703
Ref_Kern,10229.16645226667,2039.5965649999985,13892.846775333335,2664.998910933332,4062.98441886667,1008.6138445999992,21.857211200002833,986.2690001999955
Perf,10702.717287000005,2120.5267334000005,14629.452836266666,2743.915168199998,4156.156234399997,1053.5056117333336,22.41992539999895,1028.6222731999997
PJ,10957.021966066668,2196.4513390000006,15253.398829666667,2773.877782599999,4239.026904999997,1069.5363774666632,23.281043800004287,1188.5198823333328
Turbostat,11549.965447466668,2338.1244789999996,16090.411527600003,2942.357404799997,4562.725709666669,1113.5889299333319,26.92411726666757,1632.494628666668
Scaphandre,12139.859811333332,2532.865260600001,17548.961094800008,2981.1304665333328,4574.216252799998,1147.3704763999995,21.87074460000067,1772.6687372666665
CC,12986.22942253333,2625.183318666668,20508.891621799998,3294.973889733336,4965.286402333333,1262.639089400001,37.673247400003554,2340.086965800001
