tool,bt,cg,ep,ft,is,mg,mi,sl
No_Tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ref_User,0.42692207499999313,0.0004889809999966133,14.050951403999989,0.041411724999996125,0.3048932949999994,0.03844737400000042,-0.0021427240000000403,-0.002307849499970871
Ref_Kern,0.08081447800000774,-0.07321530500000506,2.618166894999945,0.14199962899999719,0.025871435999988535,-0.00035196299999995517,0.01769084199999993,-0.0015139489999569378
Perf,0.736400027000002,0.30002046399999927,11.311298737999948,-0.5465855659999974,1.0405851019999943,0.06341342600000033,0.08456916399999992,-0.0011627439999983835
PJ,3.2750525380000113,1.4467147399999973,23.560546271999954,-0.4749655620000013,1.9198136579999954,0.20719785400000035,0.05935721700000007,-0.0010165379999875768
Turbostat,13.672404258,3.8283674340000005,38.11126714399995,2.2769603200000006,7.105724414999997,0.6928835599999985,0.2941755960000001,-0.0005547769999907359
Scaphandre,21.891674633999997,7.686489125999998,75.28373941999996,2.0899313259999985,4.9318222729999945,1.103990091,-0.0023921350000000174,-0.0009566079999672183
CC,32.577218141,6.799914629,124.01344995999995,5.106597262999998,6.526869168999994,1.3670202230000008,-0.06674054000000007,-0.0069674519999693985
