tool,bt,cg,ep,ft,is,mg,mi,sl
No_Tools,10087.834283000004,1998.3515119999938,13332.70604199999,2622.9828479999996,4004.491823999997,1003.4679509999987,21.259651000000304,801.0603269999847
Ref_User,10187.702191000004,2013.6239339999738,13933.056310999993,2635.2402629999997,4052.200442000001,1012.3459189999849,21.651739000008092,934.0707289999918
Ref_Kern,10126.592422999995,2021.8499259999953,14263.103623000003,2633.9140949999855,4041.054900999996,1003.9265679999953,21.531988999999157,923.928848999989
Perf,10731.173212,2122.8227520000073,14625.29990100002,2750.2475980000017,4177.745347999997,1053.9948599999989,21.260200000018813,1020.4617429999926
PJ,10984.707962999993,2197.119558000006,15254.347180000012,2780.6443100000033,4250.501997000014,1074.4013019999984,23.040528999990784,1157.8739890000143
Turbostat,11589.714906999987,2338.534174999979,16136.182385000022,2949.6393610000086,4576.361881000004,1115.2017960000012,27.004996000003302,1622.2457250000007
Scaphandre,12187.916492000004,2548.3405219999986,17839.904768999986,2982.738763000001,4609.894326999987,1149.2498650000016,22.066227999996045,1761.0472499999887
CC,13331.810719000001,2700.7273390000046,21409.346803000022,3265.8961800000106,5060.401839999999,1252.978421,38.09304199999315,2336.486267
