tool,bt,cg,ep,ft,is,mg,mi,sl
No_Tools,10041.603748999998,1987.516395999999,13216.70969599999,2601.6086959999957,3984.1235889999953,991.1821029999701,19.57142200000817,797.0045519999985
Ref_User,10143.505588000002,2002.2553719999996,13529.72744799999,2618.8452249999973,4020.7093110000133,1006.0042610000019,20.256478999988758,1084.7681589999993
Ref_Kern,10072.125826,1992.37154800001,13264.420938000025,2607.4465720000007,4008.430962000013,993.970966999972,18.872693000012077,918.4554119999812
Perf,10655.951603000001,2112.380029000007,14524.147327000006,2715.049751000013,4135.563815000001,1047.8543120000104,21.307927999994718,1025.4802849999996
PJ,10915.368051999976,2184.403342999998,15123.817362000002,2748.580426999979,4210.568810999997,1065.066731999992,22.00799999999981,1181.4349639999855
Turbostat,11511.56519600001,2327.173545999998,16047.996087,2931.4719259999983,4545.099875999993,1103.748517,26.024285999999847,1630.0557639999897
Scaphandre,12065.84337799999,2511.1421919999993,16964.51894899999,2959.4103319999995,4548.172682999997,1134.4781139999977,21.104499000008218,1764.0936900000088
CC,12814.610321999993,2607.909339999984,20024.302679999993,3273.062544000015,4930.597911999997,1252.5365879999881,36.84560800000327,2280.352866
