tool,bt,cg,ep,ft,is,mg,mi,sl
No_Tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ref_User,99.86790800000017,15.272421999979997,600.3502690000023,12.257415000000037,47.70861800000421,8.87796799998614,0.39208800000778865,133.01040200000716
Ref_Kern,75.60698399998364,11.915070999995805,539.8388280000217,8.195048000001407,37.46749400001136,3.2954630000022007,-20.59559000000081,163.42292100001214
Perf,643.3389289999959,124.4712400000135,1292.5938590000296,127.2647500000021,173.25352399999974,50.52690900000016,0.0005490000185091048,219.40141600000788
PJ,896.8736799999897,198.76804600001196,1921.6411380000209,157.66146200000367,246.01017300001695,70.93335099999967,1.78087799999048,356.8136620000296
Turbostat,1501.880623999983,340.18266299998504,2803.476343000031,326.656513000009,571.8700570000074,111.73384500000247,5.745345000002999,821.185398000016
Scaphandre,2100.082209,549.9890100000048,4507.198726999995,359.75591500000155,605.4025029999902,145.78191400000287,0.8065769999957411,959.986923000004
CC,3243.976435999997,702.3758270000108,8076.6407610000315,642.913332000011,1055.9100160000016,249.5104700000013,16.833390999992844,1535.4259400000155
