tool,bt,cg,ep,ft,is,mg,mi,sl
No_Tools,196.20972467259998,43.675416053266666,268.2128617796,54.8352548534,102.4984667098,25.414131321533333,1.2833474589333334,300.02042934313334
Ref_User,196.73261917393333,43.63258954013334,279.61966924906665,54.6348763884,102.58481592666666,25.435432083133332,1.2648936775666668,300.0185198831333
Ref_Kern,196.31854694246667,43.5774176114,271.9517069767333,54.814530576866666,102.46984709686667,25.417834227466663,0.09244587313333333,300.01739096113334
Perf,196.99523306906667,43.99139169146667,277.64345475253333,54.322621904933335,103.5687596012,25.485714726066664,1.3459361354666666,300.01888326306664
PJ,199.48160960726668,45.1456640866,289.5197226275333,54.37922514973333,104.442087773,25.611546517399997,1.3194659394666668,300.01940800486665
Turbostat,209.82881940193334,47.51563408166667,305.155752849,57.11459196173334,109.62298310306666,26.103703936200002,1.5320806933333333,300.0195848854
Scaphandre,218.0985802614,51.331673257,340.7765636696667,56.9478591774,107.44955139753333,26.528860252866664,1.2600698317333332,300.0194294928
CC,228.69940595646668,50.22454450546666,389.7319249588,59.79923911353333,109.04926264993334,26.683244761533334,1.1853993215999998,300.013533332
