name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13199409,12813193207175,12813206406584
mov eax ebx                ,31351,12813209615515,12813209646866
nop                        ,31339,12813212819562,12813212850901
rdmsr 0x611                ,55973540,12813216078598,12813272052138
rdmsr 0x639                ,55866779,12813272110551,12813327977330
rdmsr 0x641                ,35495045,12813328056291,12813363551336
rdmsr 0x619                ,24544020,12813363575761,12813388119781
rdmsr 0x19C                ,22892178,12813388142628,12813411034806
rdmsr 0x17                 ,23857929,12813411052399,12813434910328
sys_call_overhead_proc_read,66253412
sys_call_overhead_sys_read ,132063695
