name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6518266,30253341702231,30253348220497
mov eax ebx                ,29183,30253349879848,30253349909031
nop                        ,29186,30253351402794,30253351431980
rdmsr 0x611                ,27328652,30253352966811,30253380295463
rdmsr 0x639                ,25975311,30253380418199,30253406393510
rdmsr 0x641                ,24071477,30253406422876,30253430494353
rdmsr 0x619                ,24181209,30253430556092,30253454737301
rdmsr 0x19C                ,24214998,30253454772497,30253478987495
rdmsr 0x17                 ,24500695,30253479059043,30253503559738
sys_call_overhead_proc_read,67753373
sys_call_overhead_sys_read ,139347046
