name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13178251,49139227550277,49139240728528
mov eax ebx                ,31351,49139243892566,49139243923917
nop                        ,53094,49139246994191,49139247047285
rdmsr 0x611                ,56775385,49139250195559,49139306970944
rdmsr 0x639                ,55030190,49139307049967,49139362080157
rdmsr 0x641                ,32626863,49139362124513,49139394751376
rdmsr 0x619                ,24742110,49139394774696,49139419516806
rdmsr 0x19C                ,24416380,49139419538355,49139443954735
rdmsr 0x17                 ,24752381,49139443974337,49139468726718
sys_call_overhead_proc_read,68279200
sys_call_overhead_sys_read ,142397589
