name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13157121,47293496974670,47293510131791
mov eax ebx                ,31353,47293513665018,47293513696371
nop                        ,31337,47293516881950,47293516913287
rdmsr 0x611                ,56845767,47293520158129,47293577003896
rdmsr 0x639                ,50950926,47293577104937,47293628055863
rdmsr 0x641                ,29503321,47293628112396,47293657615717
rdmsr 0x619                ,23328435,47293657634977,47293680963412
rdmsr 0x19C                ,23117043,47293680981729,47293704098772
rdmsr 0x17                 ,23376543,47293704122637,47293727499180
sys_call_overhead_proc_read,65477321
sys_call_overhead_sys_read ,150370585
