name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13194067,13175468571335,13175481765402
mov eax ebx                ,73207,13175484992768,13175485065975
nop                        ,31338,13175488150248,13175488181586
rdmsr 0x611                ,56865727,13175491325474,13175548191201
rdmsr 0x639                ,56287133,13175548249342,13175604536475
rdmsr 0x641                ,34523067,13175604583781,13175639106848
rdmsr 0x619                ,25094385,13175639128428,13175664222813
rdmsr 0x19C                ,24743276,13175664241016,13175688984292
rdmsr 0x17                 ,24993511,13175689005634,13175713999145
sys_call_overhead_proc_read,67432630
sys_call_overhead_sys_read ,170974611
