name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13190690,54361375515984,54361388706674
mov eax ebx                ,31358,54361392096074,54361392127432
nop                        ,31341,54361395258252,54361395289593
rdmsr 0x611                ,56841395,54361398468517,54361455309912
rdmsr 0x639                ,56575507,54361455434645,54361512010152
rdmsr 0x641                ,35444806,54361512077683,54361547522489
rdmsr 0x619                ,24603405,54361547546989,54361572150394
rdmsr 0x19C                ,23253917,54361572168939,54361595422856
rdmsr 0x17                 ,23408657,54361595440508,54361618849165
sys_call_overhead_proc_read,65819070
sys_call_overhead_sys_read ,134496980
