name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13103172,15040635855563,15040648958735
mov eax ebx                ,77188,15040652590072,15040652667260
nop                        ,31340,15040656448111,15040656479451
rdmsr 0x611                ,53872968,15040659714735,15040713587703
rdmsr 0x639                ,53957540,15040713697260,15040767654800
rdmsr 0x641                ,43562251,15040767764514,15040811326765
rdmsr 0x619                ,50023931,15040811423716,15040861447647
rdmsr 0x19C                ,51863955,15040861584626,15040913448581
rdmsr 0x17                 ,56951411,15040913594733,15040970546144
sys_call_overhead_proc_read,92841748
sys_call_overhead_sys_read ,163505011
