name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13012611,34684197751122,34684210763733
mov eax ebx                ,31360,34684214014465,34684214045825
nop                        ,31335,34684217228325,34684217259660
rdmsr 0x611                ,57065144,34684220435357,34684277500501
rdmsr 0x639                ,57250310,34684277810812,34684335061122
rdmsr 0x641                ,35828719,34684335258015,34684371086734
rdmsr 0x619                ,28358597,34684371112939,34684399471536
rdmsr 0x19C                ,23512433,34684399499492,34684423011925
rdmsr 0x17                 ,23799182,34684423031176,34684446830358
sys_call_overhead_proc_read,82842687
sys_call_overhead_sys_read ,139281100
