name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13298082,31340192770530,31340206068612
mov eax ebx                ,31353,31340209572214,31340209603567
nop                        ,31338,31340212678012,31340212709350
rdmsr 0x611                ,53847185,31340215870286,31340269717471
rdmsr 0x639                ,49193680,31340269818253,31340319011933
rdmsr 0x641                ,29032333,31340319053301,31340348085634
rdmsr 0x619                ,23314765,31340348111375,31340371426140
rdmsr 0x19C                ,23412445,31340371447030,31340394859475
rdmsr 0x17                 ,23720331,31340394879796,31340418600127
sys_call_overhead_proc_read,71583755
sys_call_overhead_sys_read ,137822989
