name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13128374,55085751117750,55085764246124
mov eax ebx                ,31352,55085767637086,55085767668438
nop                        ,31347,55085770749401,55085770780748
rdmsr 0x611                ,55723236,55085773968051,55085829691287
rdmsr 0x639                ,53653656,55085829745279,55085883398935
rdmsr 0x641                ,31595649,55085883438088,55085915033737
rdmsr 0x619                ,24369844,55085915053417,55085939423261
rdmsr 0x19C                ,24259701,55085939441100,55085963700801
rdmsr 0x17                 ,24766573,55085963718848,55085988485421
sys_call_overhead_proc_read,65875470
sys_call_overhead_sys_read ,155416374
