name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13150780,31727807061657,31727820212437
mov eax ebx                ,31337,31727823473714,31727823505051
nop                        ,31349,31727826604469,31727826635818
rdmsr 0x611                ,53228808,31727829761659,31727882990467
rdmsr 0x639                ,52075688,31727883146778,31727935222466
rdmsr 0x641                ,32370792,31727935285181,31727967655973
rdmsr 0x619                ,23578112,31727967680195,31727991258307
rdmsr 0x19C                ,23219770,31727991276490,31728014496260
rdmsr 0x17                 ,23609259,31728014513959,31728038123218
sys_call_overhead_proc_read,68162911
sys_call_overhead_sys_read ,138403223
