name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13329488,18027220976043,18027234305531
mov eax ebx                ,31347,18027237967323,18027237998670
nop                        ,31347,18027241209436,18027241240783
rdmsr 0x611                ,54331438,18027244721606,18027299053044
rdmsr 0x639                ,49129827,18027299159106,18027348288933
rdmsr 0x641                ,28975963,18027348382569,18027377358532
rdmsr 0x619                ,24125864,18027377434973,18027401560837
rdmsr 0x19C                ,23526855,18027401743028,18027425269883
rdmsr 0x17                 ,28110400,18027425347934,18027453458334
sys_call_overhead_proc_read,73264997
sys_call_overhead_sys_read ,160860525
