name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13119485,28770967716836,28770980836321
mov eax ebx                ,31336,28770984195440,28770984226776
nop                        ,31348,28770987308180,28770987339528
rdmsr 0x611                ,56850275,28770990491231,28771047341506
rdmsr 0x639                ,53005879,28771047469481,28771100475360
rdmsr 0x641                ,30771404,28771100519464,28771131290868
rdmsr 0x619                ,24377484,28771131311237,28771155688721
rdmsr 0x19C                ,24291607,28771155706116,28771179997723
rdmsr 0x17                 ,24682519,28771180051731,28771204734250
sys_call_overhead_proc_read,71027626
sys_call_overhead_sys_read ,243219880
