name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,11284080,52899845081300,52899856365380
mov eax ebx                ,31353,52899859512097,52899859543450
nop                        ,31347,52899862648299,52899862679646
rdmsr 0x611                ,53874488,52899865812575,52899919687063
rdmsr 0x639                ,53379111,52899919793329,52899973172440
rdmsr 0x641                ,34217604,52899973255259,52900007472863
rdmsr 0x619                ,23980777,52900007499788,52900031480565
rdmsr 0x19C                ,23236065,52900031501201,52900054737266
rdmsr 0x17                 ,23453018,52900054756789,52900078209807
sys_call_overhead_proc_read,75526610
sys_call_overhead_sys_read ,155195460
