name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13125903,44336658870039,44336671995942
mov eax ebx                ,31356,44336675253241,44336675284597
nop                        ,31342,44336678447431,44336678478773
rdmsr 0x611                ,56874307,44336681734738,44336738609045
rdmsr 0x639                ,54471554,44336738827665,44336793299219
rdmsr 0x641                ,31600124,44336793350967,44336824951091
rdmsr 0x619                ,23900024,44336824973029,44336848873053
rdmsr 0x19C                ,23355074,44336848890677,44336872245751
rdmsr 0x17                 ,23678555,44336872269079,44336895947634
sys_call_overhead_proc_read,66606886
sys_call_overhead_sys_read ,147442433
