name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,11922867,14309069314299,14309081237166
mov eax ebx                ,31349,14309084565321,14309084596670
nop                        ,31351,14309087672444,14309087703795
rdmsr 0x611                ,56654494,14309090866431,14309147520925
rdmsr 0x639                ,56609487,14309147583776,14309204193263
rdmsr 0x641                ,35716280,14309204250116,14309239966396
rdmsr 0x619                ,25257166,14309240006867,14309265264033
rdmsr 0x19C                ,25208685,14309265283257,14309290491942
rdmsr 0x17                 ,25709254,14309290510711,14309316219965
sys_call_overhead_proc_read,68848400
sys_call_overhead_sys_read ,140727898
