name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13193612,26567039600271,26567052793883
mov eax ebx                ,31349,26567056132937,26567056164286
nop                        ,31348,26567059312760,26567059344108
rdmsr 0x611                ,52978477,26567062545493,26567115523970
rdmsr 0x639                ,50453718,26567115651836,26567166105554
rdmsr 0x641                ,29844592,26567166142504,26567195987096
rdmsr 0x619                ,22776619,26567196019343,26567218795962
rdmsr 0x19C                ,21944842,26567218814930,26567240759772
rdmsr 0x17                 ,22208020,26567240776287,26567262984307
sys_call_overhead_proc_read,67572247
sys_call_overhead_sys_read ,159665348
