name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13169580,30615804020196,30615817189776
mov eax ebx                ,31367,30615820530789,30615820562156
nop                        ,31345,30615823688905,30615823720250
rdmsr 0x611                ,55974950,30615826910257,30615882885207
rdmsr 0x639                ,55599494,30615883022854,30615938622348
rdmsr 0x641                ,37049693,30615938674898,30615975724591
rdmsr 0x619                ,24800627,30615975761790,30616000562417
rdmsr 0x19C                ,22842948,30616000579736,30616023422684
rdmsr 0x17                 ,23108280,30616023439462,30616046547742
sys_call_overhead_proc_read,65189403
sys_call_overhead_sys_read ,136386712
