name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13126746,42472015884013,42472029010759
mov eax ebx                ,31369,42472032305178,42472032336547
nop                        ,31350,42472035466711,42472035498061
rdmsr 0x611                ,53852471,42472038731574,42472092584045
rdmsr 0x639                ,52101823,42472092670786,42472144772609
rdmsr 0x641                ,31443188,42472144815638,42472176258826
rdmsr 0x619                ,23210641,42472176287501,42472199498142
rdmsr 0x19C                ,22501522,42472199516839,42472222018361
rdmsr 0x17                 ,22511988,42472222037620,42472244549608
sys_call_overhead_proc_read,64854330
sys_call_overhead_sys_read ,135536243
