name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13042081,29155320420270,29155333462351
mov eax ebx                ,31350,29155336692555,29155336723905
nop                        ,31348,29155339794575,29155339825923
rdmsr 0x611                ,56687655,29155342959102,29155399646757
rdmsr 0x639                ,53121091,29155399771361,29155452892452
rdmsr 0x641                ,30766302,29155452930558,29155483696860
rdmsr 0x619                ,24597469,29155483725108,29155508322577
rdmsr 0x19C                ,24657777,29155508340061,29155532997838
rdmsr 0x17                 ,24918586,29155533037341,29155557955927
sys_call_overhead_proc_read,67702615
sys_call_overhead_sys_read ,160110154
