name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13085093,41350546801544,41350559886637
mov eax ebx                ,31361,41350563201559,41350563232920
nop                        ,31340,41350566370315,41350566401655
rdmsr 0x611                ,53159094,41350569623431,41350622782525
rdmsr 0x639                ,52936981,41350622878370,41350675815351
rdmsr 0x641                ,33397278,41350675861904,41350709259182
rdmsr 0x619                ,23619270,41350709294062,41350732913332
rdmsr 0x19C                ,21946999,41350732932812,41350754879811
rdmsr 0x17                 ,22209736,41350754897865,41350777107601
sys_call_overhead_proc_read,64991651
sys_call_overhead_sys_read ,140357080
