name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13119883,29886963927837,29886977047720
mov eax ebx                ,31369,29886980686517,29886980717886
nop                        ,31351,29886983952576,29886983983927
rdmsr 0x611                ,54361985,29886987241980,29887041603965
rdmsr 0x639                ,52416298,29887041739919,29887094156217
rdmsr 0x641                ,46037283,29887094276951,29887140314234
rdmsr 0x619                ,52196127,29887140454024,29887192650151
rdmsr 0x19C                ,53815696,29887192794947,29887246610643
rdmsr 0x17                 ,56039722,29887246759768,29887302799490
sys_call_overhead_proc_read,87232723
sys_call_overhead_sys_read ,154315817
