name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6509836,39123355772825,39123362282661
mov eax ebx                ,29182,39123364020715,39123364049897
nop                        ,29183,39123365596738,39123365625921
rdmsr 0x611                ,27298920,39123367253775,39123394552695
rdmsr 0x639                ,26766028,39123394638607,39123421404635
rdmsr 0x641                ,24480194,39123421443983,39123445924177
rdmsr 0x619                ,24557293,39123445967319,39123470524612
rdmsr 0x19C                ,24586810,39123470568719,39123495155529
rdmsr 0x17                 ,24994903,39123495195635,39123520190538
sys_call_overhead_proc_read,66113375
sys_call_overhead_sys_read ,138101742
