name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13720037,34296595679057,34296609399094
mov eax ebx                ,31353,34296612579838,34296612611191
nop                        ,31337,34296615662654,34296615693991
rdmsr 0x611                ,55770779,34296618824296,34296674595075
rdmsr 0x639                ,50023780,34296674694930,34296724718710
rdmsr 0x641                ,29043767,34296724753973,34296753797740
rdmsr 0x619                ,24129287,34296753816754,34296777946041
rdmsr 0x19C                ,24211481,34296777964400,34296802175881
rdmsr 0x17                 ,24688907,34296802192783,34296826881690
sys_call_overhead_proc_read,66684561
sys_call_overhead_sys_read ,158207091
