name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13197739,19481190351904,19481203549643
mov eax ebx                ,31355,19481206825830,19481206857185
nop                        ,31338,19481209965077,19481209996415
rdmsr 0x611                ,55972522,19481213160314,19481269132836
rdmsr 0x639                ,55362927,19481269187091,19481324550018
rdmsr 0x641                ,34086140,19481324589022,19481358675162
rdmsr 0x619                ,24981287,19481358696016,19481383677303
rdmsr 0x19C                ,25709611,19481383695175,19481409404786
rdmsr 0x17                 ,25270647,19481409425815,19481434696462
sys_call_overhead_proc_read,67788151
sys_call_overhead_sys_read ,141575270
