name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13219654,33572235795831,33572249015485
mov eax ebx                ,31359,33572252307616,33572252338975
nop                        ,31337,33572255510363,33572255541700
rdmsr 0x611                ,55998204,33572258749088,33572314747292
rdmsr 0x639                ,52034588,33572314872445,33572366907033
rdmsr 0x641                ,30351791,33572366941346,33572397293137
rdmsr 0x619                ,23428709,33572397313327,33572420742036
rdmsr 0x19C                ,22801666,33572420759065,33572443560731
rdmsr 0x17                 ,23239380,33572443577191,33572466816571
sys_call_overhead_proc_read,65035015
sys_call_overhead_sys_read ,133801326
