name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13253571,37253580102529,37253593356100
mov eax ebx                ,31361,37253596530471,37253596561832
nop                        ,31347,37253599749704,37253599781051
rdmsr 0x611                ,55255200,37253603152610,37253658407810
rdmsr 0x639                ,53985085,37253658470265,37253712455350
rdmsr 0x641                ,32606778,37253712504292,37253745111070
rdmsr 0x619                ,24261114,37253745137065,37253769398179
rdmsr 0x19C                ,24799370,37253769420008,37253794219378
rdmsr 0x17                 ,24889619,37253794241533,37253819131152
sys_call_overhead_proc_read,67244128
sys_call_overhead_sys_read ,155599605
