name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13073722,17295664869762,17295677943484
mov eax ebx                ,31348,17295681187036,17295681218384
nop                        ,31339,17295684293507,17295684324846
rdmsr 0x611                ,56855764,17295687477201,17295744332965
rdmsr 0x639                ,55620756,17295744438204,17295800058960
rdmsr 0x641                ,33704185,17295800122201,17295833826386
rdmsr 0x619                ,24846447,17295833848070,17295858694517
rdmsr 0x19C                ,24965440,17295858728693,17295883694133
rdmsr 0x17                 ,25212150,17295883720256,17295908932406
sys_call_overhead_proc_read,70548840
sys_call_overhead_sys_read ,145194586
