name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13081791,17664543361702,17664556443493
mov eax ebx                ,31350,17664559637498,17664559668848
nop                        ,31340,17664562817185,17664562848525
rdmsr 0x611                ,53930214,17664566086604,17664620016818
rdmsr 0x639                ,51580820,17664620118190,17664671699010
rdmsr 0x641                ,30299040,17664671750868,17664702049908
rdmsr 0x619                ,23068226,17664702071346,17664725139572
rdmsr 0x19C                ,22215988,17664725157572,17664747373560
rdmsr 0x17                 ,22552862,17664747390954,17664769943816
sys_call_overhead_proc_read,65945588
sys_call_overhead_sys_read ,134328102
