name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13139447,45428802486978,45428815626425
mov eax ebx                ,31347,45428818911424,45428818942771
nop                        ,31349,45428822092611,45428822123960
rdmsr 0x611                ,54261305,45428825361767,45428879623072
rdmsr 0x639                ,54171496,45428879721285,45428933892781
rdmsr 0x641                ,34396158,45428933943935,45428968340093
rdmsr 0x619                ,23985145,45428968364114,45428992349259
rdmsr 0x19C                ,22249455,45428992372942,45429014622397
rdmsr 0x17                 ,22665133,45429014640673,45429037305806
sys_call_overhead_proc_read,64018690
sys_call_overhead_sys_read ,130472469
