name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13103175,18756745554171,18756758657346
mov eax ebx                ,31348,18756761872125,18756761903473
nop                        ,31374,18756765030745,18756765062119
rdmsr 0x611                ,55930371,18756768268292,18756824198663
rdmsr 0x639                ,55889787,18756824283705,18756880173492
rdmsr 0x641                ,35885467,18756880237665,18756916123132
rdmsr 0x619                ,24594245,18756916151965,18756940746210
rdmsr 0x19C                ,22905216,18756940764169,18756963669385
rdmsr 0x17                 ,23185549,18756963687244,18756986872793
sys_call_overhead_proc_read,65684586
sys_call_overhead_sys_read ,138803088
