name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6516721,24339231341546,24339237858267
mov eax ebx                ,29189,24339239686870,24339239716059
nop                        ,29189,24339241279496,24339241308685
rdmsr 0x611                ,26939579,24339242882693,24339269822272
rdmsr 0x639                ,25763494,24339269905290,24339295668784
rdmsr 0x641                ,23861323,24339295695638,24339319556961
rdmsr 0x619                ,23851808,24339319593584,24339343445392
rdmsr 0x19C                ,23846845,24339343478753,24339367325598
rdmsr 0x17                 ,24128737,24339367358315,24339391487052
sys_call_overhead_proc_read,67693174
sys_call_overhead_sys_read ,142081444
